"muniYear","IM","POB_TOT"
"07091_2010",-0.02,12170
"07067_2015",1.302,12136
"07104_2000",0.821,11925
"07056_2015",2.121,11906
"07060_2010",1.701,11878
"07001_1990",0.821,11736
"07070_2000",0.979,11641
"07115_2010",1.527,11451
"07116_2015",1.182,11444
"07047_1995",0.693,11403
"07083_1990",0.853,11368
"07042_2015",0.49,11342
"07056_2010",1.906,11157
"07115_2000",1.615,11147
"07035_2000",0.641,10917
"07115_2005",1.528,10906
"07035_2005",0.516,10902
"07104_1995",0.522,10877
"07067_2010",1.217,10870
"07070_1990",1.206,10834
"07024_2010",1.511,10817
"07043_2015",0.596,10772
"07085_2015",0.292,10707
"07070_1995",1.023,10574
"07060_2005",1.619,10543
"07091_2000",0.235,10349
"07082_2005",3.355,10246
"07042_2010",0.703,10239
"07043_2010",0.41,10176
"07091_2005",0.28,9934
"07007_2015",2.191,9913
"07022_1995",2.783,9901
"07116_2010",1.296,9856
"07035_1995",0.571,9852
"07104_1990",0.839,9845
"07067_2005",1.373,9785
"07085_2010",0.381,9740
"07047_1990",0.897,9702
"07043_2005",0.638,9696
"07073_2015",0.509,9578
"07035_1990",0.669,9446
"07022_1990",2.144,9442
"07060_2000",1.858,9271
"07018_2015",0.746,9210
"07043_2000",0.571,9143
"07024_2005",1.696,9050
"07056_2005",2.048,9042
"07073_2010",0.53,9002
"07091_1995",0.172,8939
"07042_2000",0.933,8877
"07085_2005",0.554,8852
"07042_2005",0.873,8734
"07007_2010",2.057,8728
"07116_2000",1.986,8580
"07067_2000",1.754,8566
"07116_2005",1.611,8538
"07007_2005",2.012,8506
"07091_1990",0.257,8491
"07018_2010",0.673,8444
"07043_1995",0.21,8180
"07084_2015",0.863,8082
"07084_2010",0.417,8065
"07082_2000",2.659,7987
"07073_2005",0.722,7965
"07084_2005",0.915,7900
"07042_1995",0.74,7796
"07053_2010",0.795,7793
"07084_2000",0.861,7784
"07053_2015",0.348,7769
"07085_2000",0.554,7767
"07117_2015",1.01,7682
"07018_2005",0.921,7681
"07025_2015",0.343,7644
"07010_2010",1.097,7623
"07056_2000",1.902,7602
"07024_2000",2.09,7568
"07024_1995",2.52,7542
"07053_1995",0.843,7498
"07010_2015",1.08,7494
"07053_1990",0.946,7491
"07033_2015",1.11,7430
"07043_1990",0.635,7365
"07060_1995",1.805,7341
"07025_2010",0.925,7332
"07042_1990",0.944,7306
"07098_2015",1.435,7284
"07036_2010",0.756,7272
"07018_2000",1.021,7217
"07110_2015",1.31,7202
"07024_1990",1.998,7195
"07053_2000",0.59,7180
"07025_2005",0.824,7124
"07067_1990",1.595,7087
"07085_1995",0.282,7062
"07067_1995",1.466,7061
"07036_2015",0.482,7057
"07033_2010",1.171,7000
"07025_2000",1.19,6965
"07084_1995",0.558,6926
"07117_2010",1.034,6900
"07073_2000",1.086,6870
"07053_2005",0.697,6845
"07007_1995",1.601,6775
"07110_2010",1.22,6734
"07036_2005",0.924,6723
"07113_2015",1.173,6712
"07010_2000",1.356,6673
"07082_1990",2.323,6640
"07010_2005",1.288,6612
"07007_2000",1.695,6559
"07117_2005",1.126,6511
"07056_1995",2.16,6506
"07033_2005",1.598,6454
"07018_1995",0.737,6435
"07084_1990",0.717,6417
"07025_1995",0.977,6388
"07060_1990",1.737,6386
"07098_2010",1.205,6375
"07085_1990",0.451,6243
"07073_1995",0.648,6167
"07010_1995",1.586,6126
"07010_1990",1.467,6114
"07036_2000",0.953,5969
"07082_1995",1.985,5940
"07110_2005",1.257,5918
"07028_2015",1.005,5899
"07098_2005",1.251,5839
"07056_1990",2.35,5783
"07018_1990",0.791,5746
"07055_2015",0.002,5743
"07007_1990",1.654,5681
"07110_2000",1.41,5673
"07036_1995",1.035,5644
"07025_1990",1.462,5552
"07098_2000",1.285,5513
"07045_2010",1.049,5478
"07073_1990",1.037,5431
"07028_2010",0.733,5405
"07045_2015",0.845,5384
"07036_1990",1.098,5325
"07050_2000",0.454,5288
"07050_2005",0.497,5286
"07028_2000",0.744,5242
"07033_2000",2.002,5236
"07118_2015",1.336,5163
"07050_1995",0.061,5141
"07050_1990",0.399,5114
"07029_2005",0.061,5112
"07117_2000",0.962,5086
"07113_2010",1.379,5072
"07055_2010",0.08,5033
"07029_2010",0.04,5018
"07029_2015",-0.022,5000
"07050_2010",0.372,4974
"07028_2005",0.79,4957
"07050_2015",0.323,4915
"07045_2005",1.227,4911
"07113_2005",2.329,4906
"07055_2005",0.13,4806
"07055_2000",0.029,4794
"07028_1995",0.269,4770
"07110_1995",0.735,4723
"07045_2000",1.347,4707
"07098_1995",0.62,4671
"07118_2010",1.372,4545
"07045_1995",0.833,4515
"07028_1990",0.71,4497
"07055_1995",-0.177,4381
"07029_2000",-0.005,4345
"07058_2010",1.028,4317
"07058_2015",1.259,4262
"07045_1990",1.274,4240
"07110_1990",1.109,4239
"07098_1990",1.227,4218
"07090_2010",0.751,4121
"07033_1995",1.69,4061
"07055_1990",-0.023,3961
"07058_2005",1.296,3935
"07090_2005",0.748,3928
"07029_1995",-0.214,3906
"07033_1990",2.096,3903
"07090_2015",0.444,3839
"07063_2010",-0.128,3792
"07119_2015",1.566,3684
"07063_2015",0.019,3682
"07029_1990",0.095,3645
"07090_2000",1.013,3639
"07113_2000",2.577,3635
"07063_2005",0.062,3440
"07118_2000",1.278,3423
"07090_1990",1.22,3343
"07058_1995",0.071,3308
"07090_1995",0.724,3286
"07119_2010",1.278,3245
"07118_2005",1.498,3145
"07058_2000",NA,3135
"07063_2000",0.026,3132
"07063_1995",-0.392,3029
"07058_1990",0.506,2943
"07119_2005",2.219,2854
"07063_1990",-0.059,2633
"07088_2015",0.636,2283
"07088_2010",0.947,2235
"07119_2000",2.167,2174
"07088_2005",1.054,2088
"07088_2000",1.738,1936
"07088_1990",1.658,1739
"07088_1995",1.225,1431
"08037_2015",-1.522,1391180
"08037_2010",-1.604,1332131
"08037_2005",-1.788,1313338
"08037_2000",-1.78,1218817
"08037_1995",-1.81,1011786
"08019_2015",-1.909,878062
"08019_2010",-2.023,819543
"08037_1990",-2.041,798499
"08019_2005",-2.126,758791
"08019_2000",-2.177,671790
"08019_1995",-1.963,627662
"08019_1990",-2.181,530783
"08017_2015",-1.472,168482
"08017_2010",-1.694,154639
"08021_2015",-1.587,148045
"08021_2010",-1.703,137935
"08017_2005",-1.758,134785
"08021_2005",-1.829,127211
"08017_2000",-1.802,124378
"08017_1995",-1.568,120140
"08021_2000",-1.837,116426
"08017_1990",-1.733,112589
"08021_1995",-1.679,110876
"08032_2015",-1.587,109510
"08032_2010",-1.689,107061
"08021_1990",-1.792,104014
"08032_2005",-1.823,103519
"08032_2000",-1.816,100821
"08032_1995",-1.639,98385
"08032_1990",-1.797,90647
"08050_2015",-1.57,63412
"08050_2010",-1.66,59337
"08029_2015",2.217,56130
"08050_2005",-1.767,54411
"08050_2000",-1.748,54390
"08050_1995",-1.492,54061
"08029_2010",2.564,53499
"08029_2005",1.927,51854
"08011_2015",-1.402,51572
"08027_2010",2.383,49689
"08050_1990",-1.75,49154
"08011_2010",-1.55,48748
"08029_2000",1.629,48355
"08011_2005",-1.636,47209
"08011_1995",-1.517,46386
"08027_2005",1.923,45881
"08011_2000",-1.613,45852
"08011_1990",-1.638,45814
"08027_2015",2.36,45544
"08045_2015",-1.24,44752
"08045_2010",-1.389,43833
"08036_2015",-1.37,42860
"08029_1995",1.206,42593
"08031_1990",-0.766,41564
"08045_2005",-1.559,41389
"08036_2010",-1.302,41265
"08027_2000",1.607,40615
"08036_2005",-1.461,40467
"08031_1995",-0.664,40209
"08045_2000",-1.527,40018
"08036_1995",-1.257,39746
"08031_2010",-0.772,39626
"08031_2000",-0.826,39109
"08031_2015",-0.513,39064
"08027_1995",1.514,38770
"08036_2000",-1.419,38323
"08045_1995",-1.436,38152
"08031_2005",-0.828,37249
"08036_1990",-1.373,37052
"08040_1990",-1.154,35857
"08045_1990",-1.478,34995
"08029_1990",1.03,34954
"08040_1995",-0.934,34564
"08027_1990",1.003,34255
"08040_2000",-1.011,34056
"08062_1990",-1.358,32612
"08062_2010",-1.306,32325
"08040_2005",-1.045,32031
"08062_2015",-1.227,31196
"08062_1995",-1.439,31048
"08062_2000",-1.478,30644
"08048_1990",-1.084,30014
"08009_2005",0.316,29907
"08040_2010",-0.865,29611
"08040_2015",-0.833,29233
"08009_2010",0.363,28766
"08062_2005",-1.434,28508
"08052_2015",-1.513,28040
"08009_2015",0.838,27909
"08009_2000",0.234,27907
"08052_2010",-1.531,26304
"08009_1995",0.446,25824
"08005_2015",-0.957,24966
"08002_2015",-1.495,24761
"08048_1995",-1.288,24711
"08052_2000",-1.603,24307
"08005_2010",-0.925,23975
"08052_1990",-1.503,23910
"08048_2000",-1.174,23643
"08052_1995",-1.499,23581
"08010_2015",-0.717,23438
"08048_2015",-0.938,23255
"08048_2010",-1.053,22880
"08009_1990",-0.046,22417
"08005_2005",-1.271,22392
"08010_2010",-1.049,22378
"08002_2010",-1.574,22302
"08005_2000",-1.4,21939
"08052_2005",-1.597,21157
"08065_2015",3.264,20947
"08010_2005",-1.3,20533
"08065_2010",1.875,20386
"08048_2005",-1.159,20314
"08010_2000",-1.373,20056
"08002_1995",-1.308,19998
"08002_2005",-1.607,19879
"08005_1995",-1.378,19676
"08065_2005",1.934,19566
"08002_2000",-1.639,19378
"08065_1995",1.4,19271
"08010_1995",-1.298,19198
"08010_1990",-1.137,17831
"08007_2010",1.997,17672
"08065_2000",1.623,17655
"08002_1990",-1.298,17169
"08055_2015",-0.962,16896
"08007_1995",1.159,16884
"08007_2015",2.369,16824
"08055_2010",-1.106,16785
"08007_2000",1.481,16770
"08005_1990",-1.368,16361
"08007_2005",1.635,16235
"08055_2005",-1.195,15935
"08065_1990",1.092,15848
"08004_2015",-1.467,15516
"08060_1990",-1.599,15124
"08055_2000",-1.023,14969
"08055_1995",-1.106,14809
"08007_1990",0.774,14757
"08008_2010",3.947,14362
"08055_1990",-0.909,14154
"08008_2005",3.029,13298
"08060_1995",-1.524,12699
"08001_1995",-1.277,12694
"08001_2015",-1.164,12568
"08008_2000",2.491,12545
"08001_2000",-1.508,11901
"08001_1990",-1.311,11871
"08001_2005",-1.426,11727
"08060_2000",-1.683,11597
"08001_2010",-1.224,11457
"08013_2015",-0.969,11432
"08008_2015",5.027,11289
"08008_1995",1.983,11109
"08035_2015",-0.89,10974
"08035_2010",-0.744,10953
"08035_1990",-0.683,10898
"08035_1995",-0.721,10794
"08060_2015",-1.529,10721
"08004_2010",-1.632,10688
"08013_2010",-0.993,10587
"08060_2010",-1.539,10427
"08013_1995",-0.776,10394
"08035_2000",-1.046,10214
"08060_2005",-1.741,10120
"08030_1990",1.062,10082
"08054_1990",-1.099,10081
"08025_1990",-1.199,10073
"08013_1990",-0.823,10042
"08028_2000",-1.164,10032
"08054_2000",-1.193,10020
"08013_2000",-0.857,10004
"08008_1990",1.733,9751
"08028_1995",-1.265,9611
"08012_1990",0.841,9527
"08025_1995",-1.231,9506
"08059_1990",-1.766,9486
"08046_2000",2.094,9482
"08003_1995",-1.313,9457
"08003_1990",-1.044,9411
"08054_1995",-1.121,9300
"08012_2015",3.957,9211
"08028_2005",-0.977,9148
"08030_1995",1.45,9078
"08034_1990",-0.94,9059
"08028_1990",-1.098,9054
"08063_1990",-0.189,9021
"08030_2010",1.711,8998
"08053_1995",-1.14,8986
"08053_2000",-0.9,8905
"08025_2015",-1.127,8905
"08025_2000",-1.216,8867
"08012_2010",2.44,8795
"08003_2015",-0.954,8751
"08025_2010",-1.241,8624
"08066_1995",1.62,8587
"08003_2000",-1.172,8561
"08053_2005",-0.937,8514
"08053_1990",-1.095,8442
"08020_2010",1.903,8441
"08013_2005",-0.883,8413
"08003_2010",-0.969,8409
"08012_2005",1.954,8377
"08046_2010",2.504,8343
"08066_2000",1.707,8282
"08003_2005",-1.191,8263
"08035_2005",-1.003,8211
"08066_2010",1.887,8200
"08012_1995",1.136,8188
"08046_1995",1.517,8167
"08006_1990",-0.986,8139
"08030_2000",1.479,8066
"08054_2010",-1.281,8012
"08030_2005",1.436,8010
"08054_2015",-0.918,7969
"08066_2005",1.663,7934
"08034_1995",-0.934,7911
"08034_2000",-1.072,7832
"08054_2005",-1.146,7811
"08046_2015",2.053,7797
"08012_2000",1.557,7760
"08025_2005",-1.156,7583
"08051_2015",-0.205,7569
"08051_2010",0.435,7546
"08020_2015",0.686,7501
"08051_1995",0.804,7499
"08020_2005",0.998,7471
"08030_2015",0.924,7429
"08063_1995",-0.057,7409
"08066_1990",1.312,7314
"08051_2000",0.612,7276
"08006_1995",-1.164,7242
"08020_1995",1.051,7233
"08051_1990",0.679,7211
"08046_2005",2.014,7172
"08020_1990",0.99,7116
"08063_2000",0.039,6989
"08034_2010",-0.758,6934
"08059_1995",-1.635,6918
"08034_2015",-0.834,6903
"08020_2000",1.045,6768
"08067_1990",-0.328,6641
"08034_2005",-1.075,6631
"08046_1990",1.341,6547
"08018_1990",-0.571,6467
"08028_2010",-0.679,6458
"08063_2015",0.625,6425
"08006_2000",-1.08,6403
"08063_2005",0.006,6319
"08061_1990",-0.006,6306
"08051_2005",0.241,6298
"08004_2005",-1.119,6212
"08063_2010",-0.005,6211
"08018_1995",-0.695,6198
"08006_2015",-0.8,6156
"08067_1995",-0.729,6123
"08066_2015",1.521,6094
"08059_2000",-1.679,6054
"08023_2015",-0.63,6021
"08006_2010",-0.905,6011
"08061_1995",-0.649,5907
"08023_2010",-0.961,5892
"08006_2005",-1.026,5843
"08018_2000",-0.85,5784
"08038_1990",-0.989,5641
"08053_2015",-0.637,5486
"08018_2010",-0.824,5414
"08022_1990",-1.024,5383
"08038_1995",-1.27,5335
"08026_1990",-0.709,5327
"08004_2000",-1.075,5327
"08047_2010",0.634,5312
"08067_2000",-0.678,5309
"08044_1990",-0.653,5306
"08024_1995",-1.27,5289
"08028_2015",-0.857,5272
"08024_1990",-0.806,5269
"08047_2000",0.792,5219
"08067_2015",-0.75,5199
"08038_2000",-1.052,5165
"08047_2005",0.267,5144
"08047_2015",0.191,5141
"08047_1995",0.965,5132
"08067_2010",-0.668,5105
"08059_2015",-1.088,5086
"08061_2000",-0.594,4962
"08038_2010",-0.923,4953
"08047_1990",0.754,4945
"08059_2005",-1.271,4838
"08018_2005",-0.928,4835
"08053_2010",-0.704,4799
"08024_2000",-1.141,4759
"08059_2010",-1.168,4753
"08026_1995",-1.144,4752
"08039_1990",-1.003,4682
"08022_1995",-1.55,4648
"08039_1995",-1.257,4646
"08018_2015",-0.706,4594
"08038_2005",-1.055,4507
"08044_2010",-0.936,4499
"08044_1995",-0.867,4489
"08038_2015",-0.785,4448
"08044_2000",-0.854,4429
"08044_2015",-0.759,4371
"08067_2005",-0.826,4341
"08044_2005",-0.984,4304
"08043_1990",-0.879,4109
"08024_2015",-0.822,4099
"08039_2000",-0.957,4080
"08039_2010",-0.916,4025
"08016_1990",-1.02,4008
"08039_2015",-0.782,4007
"08016_2010",-1.065,3982
"08024_2010",-1.086,3937
"08004_1990",-0.965,3916
"08039_2005",-1.063,3914
"08023_2000",-1.216,3876
"08026_2000",-0.871,3875
"08016_2015",-1.007,3861
"08061_2005",-0.631,3856
"08022_2000",-0.894,3853
"08016_1995",-1.319,3844
"08024_2005",-1.243,3820
"08016_2000",-1.136,3777
"08023_2005",-1.153,3774
"08004_1995",-1.208,3742
"08061_2010",-0.705,3662
"08023_1995",-1.329,3649
"08043_1995",-0.935,3547
"08049_1990",1.076,3516
"08016_2005",-1.201,3453
"08049_1995",0.631,3246
"08058_1990",-1.037,3231
"08043_2000",-0.939,3221
"08057_1990",-0.362,3220
"08056_1990",0.001,3218
"08026_2010",-0.665,3209
"08043_2005",-0.958,3169
"08061_2015",-0.737,3159
"08023_1990",-1.234,3130
"08056_1995",-0.246,3130
"08043_2010",-0.8,3104
"08026_2005",-0.9,3092
"08058_1995",-1.156,2991
"08058_2010",-1.113,2983
"08043_2015",-0.649,2961
"08049_2000",0.684,2946
"08014_1990",-0.475,2914
"08022_2010",-0.602,2911
"08049_2010",0.662,2849
"08058_2000",-1.097,2843
"08049_2005",0.643,2810
"08042_1990",-0.585,2794
"08058_2005",-1.12,2669
"08064_1990",-0.428,2666
"08057_1995",-0.815,2635
"08022_2005",-0.932,2608
"08056_2000",-0.403,2575
"08049_2015",0.096,2574
"08064_1995",-0.786,2566
"08014_1995",-0.94,2562
"08022_2015",-0.492,2491
"08058_2015",-1.157,2471
"08026_2015",-0.616,2466
"08042_1995",-0.874,2339
"08057_2000",-0.624,2331
"08057_2010",-0.424,2290
"08014_2010",-0.71,2284
"08015_1990",-0.779,2262
"08057_2005",-0.587,2243
"08056_2010",-0.159,2235
"08014_2000",-0.73,2205
"08064_2000",-0.279,2177
"08057_2015",-0.378,2136
"08041_2005",1.501,2116
"08015_1995",-1.047,2114
"08014_2015",-0.821,2096
"08041_1995",1.517,2095
"08056_2005",-0.418,2082
"08014_2005",-0.917,2046
"08056_2015",-0.236,2018
"08041_2010",1.134,1921
"08064_2010",-0.132,1869
"08064_2005",-0.284,1818
"08041_2000",1.459,1795
"08042_2000",-0.659,1746
"08033_1990",0.253,1733
"08015_2000",-0.774,1708
"08064_2015",-0.132,1697
"08041_1990",1.32,1690
"08015_2015",-0.603,1684
"08015_2010",-0.6,1681
"08042_2010",0.174,1601
"08042_2005",-0.709,1600
"08041_2015",1.639,1593
"08015_2005",-0.921,1453
"08033_1995",-0.094,1446
"08042_2015",-0.637,1403
"08033_2000",-0.128,1169
"08033_2010",-0.037,1049
"08033_2005",-0.287,1036
"08033_2015",-0.307,952
"09007_2015",-1.627,1827868
"09007_2005",-1.73,1820888
"09007_2010",-1.662,1815786
"09007_2000",-1.726,1773343
"09007_1995",-1.448,1696609
"09007_1990",-1.771,1490499
"09005_1990",-2.01,1268068
"09005_1995",-1.701,1256913
"09005_2000",-1.874,1235542
"09005_2005",-1.859,1193161
"09005_2010",-1.816,1185772
"09005_2015",-1.728,1164477
"09010_2015",-1.779,749982
"09010_2010",-1.895,727034
"09010_2005",-1.87,706567
"09010_2000",-1.874,687020
"09012_2015",-1.738,677104
"09010_1995",-1.656,676930
"09003_1995",-2.103,653489
"09012_2010",-1.794,650567
"09010_1990",-1.941,642753
"09003_2000",-2.19,640423
"09003_1990",-2.354,640066
"09003_2005",-2.125,628063
"09003_2010",-2.107,620416
"09003_2015",-1.994,608479
"09012_2005",-1.848,607545
"09015_1990",-2.297,595960
"09012_2000",-1.884,581781
"09012_1995",-1.672,552516
"09015_1995",-2.006,540382
"09015_2015",-1.951,532553
"09015_2010",-2.042,531831
"09015_2005",-2.054,521348
"09017_1990",-2.078,519628
"09015_2000",-2.09,516255
"09017_1995",-1.751,485623
"09012_1990",-1.984,484866
"09002_1990",-2.084,474688
"09017_2000",-1.938,462806
"09002_1995",-1.785,455131
"09006_1990",-2.02,448322
"09017_2005",-1.914,447459
"09002_2000",-2.006,441008
"09017_2010",-1.908,430978
"09017_2015",-1.811,427263
"09002_2005",-1.989,425298
"09006_1995",-1.709,418982
"09014_2015",-2.228,417416
"09013_2015",-1.527,415933
"09013_2010",-1.643,415007
"09002_2010",-1.99,414711
"09006_2000",-1.931,411321
"09014_1990",-2.678,407811
"09016_1990",-2.287,406868
"09013_2005",-1.67,404458
"09002_2015",-1.871,400161
"09006_2005",-1.916,395025
"09006_2015",-1.885,390348
"09014_2010",-2.342,385439
"09006_2010",-1.93,384326
"09016_2010",-2.134,372889
"09014_1995",-2.448,369956
"09013_2000",-1.705,369787
"09016_2015",-2.131,364439
"09016_1995",-2.004,364398
"09011_2015",-1.537,361593
"09014_2000",-2.449,360478
"09011_2010",-1.644,360265
"09014_2005",-2.366,355017
"09016_2005",-2.11,353534
"09016_2000",-2.137,352640
"09011_2005",-1.72,344106
"09013_1995",-1.306,332314
"09011_2000",-1.729,302790
"09013_1990",-1.726,271151
"09011_1995",-1.214,255891
"09008_2015",-1.657,243886
"09008_2010",-1.754,239086
"09008_2005",-1.751,228927
"09008_2000",-1.756,222050
"09008_1995",-1.54,211898
"09011_1990",-1.549,206700
"09004_2015",-1.822,199224
"09008_1990",-1.852,195041
"09004_2010",-1.831,186391
"09004_2005",-1.796,173625
"09004_2000",-1.798,151222
"09009_2015",-1.029,137927
"09004_1995",-1.41,136873
"09009_2010",-1.115,130582
"09004_1990",-1.641,119669
"09009_2005",-1.305,115895
"09009_2000",-1.305,96773
"09009_1995",-0.914,81102
"09009_1990",-1.227,63654
"10005_2015",-1.585,654876
"10005_2010",-1.636,582267
"10005_2005",-1.591,526659
"10005_2000",-1.673,491436
"10005_1995",-1.511,464566
"10005_1990",-1.683,413835
"10007_2015",-1.488,342286
"10007_2010",-1.551,327985
"10007_2005",-1.557,304515
"10007_2000",-1.638,273315
"10007_1995",-1.385,257042
"10007_1990",-1.529,232742
"10012_2015",-1.215,153311
"10012_2010",-1.369,141043
"10012_2005",-1.279,129191
"10012_2000",-1.308,112435
"10012_1995",-1.075,105533
"10012_1990",-1.156,94324
"10023_2015",0.106,50417
"10023_2010",0.261,49162
"10032_2015",-0.676,48482
"10023_2005",-0.018,47104
"10023_2000",-0.234,45217
"10032_2010",-0.627,44966
"10023_1995",-0.111,43909
"10032_2000",-0.855,43517
"10032_1995",-0.904,42993
"10032_1990",-0.687,42150
"10032_2005",-0.816,41539
"10014_2015",4.845,39288
"10023_1990",-0.358,39280
"10004_2015",-0.728,35415
"10008_2015",-1.018,35380
"10001_1995",-0.691,34854
"10001_1990",-0.703,34773
"10004_1990",-0.558,34697
"10004_1995",-0.737,34660
"10008_2010",-1.087,34052
"10004_2010",-0.723,33664
"10014_2010",3.397,33396
"10001_2015",-0.822,32852
"10004_2000",-0.737,32805
"10008_1995",-1.028,32690
"10008_1990",-0.973,32173
"10008_2005",-1.028,32058
"10008_2000",-1.036,32011
"10004_2005",-0.648,31616
"10001_2010",-0.804,31401
"10001_2000",-0.826,31291
"10014_2005",2.483,30069
"10039_1990",-0.749,30006
"10001_2005",-0.821,29354
"10039_1995",-0.606,27899
"10014_2000",2.049,27512
"10034_1995",1.517,27361
"10039_2015",-1.001,27278
"10036_1990",-0.846,27204
"10034_2000",1.575,27144
"10014_1995",1.764,26817
"10034_2015",1.624,26709
"10013_2015",-0.746,26502
"10022_1990",-0.819,26470
"10022_1995",-0.886,26414
"10034_2010",1.63,26368
"10039_2010",-0.76,26092
"10039_2000",-0.771,25985
"10034_2005",1.469,25888
"10022_2015",-0.846,25241
"10013_2010",-0.667,25137
"10013_1990",-0.611,25124
"10022_2010",-0.801,24918
"10022_2000",-0.9,24331
"10039_2005",-0.717,24245
"10013_1995",-0.577,24024
"10014_1990",1.397,23763
"10022_2005",-0.767,23466
"10026_1990",-0.011,23318
"10026_1995",0.178,23184
"10013_2005",-0.638,22940
"10036_1995",-0.651,22924
"10036_2015",-0.791,22895
"10013_2000",-0.694,22367
"10036_2010",-0.82,22244
"10026_2000",0.145,21907
"10038_2015",-1.117,21861
"10034_1990",1.443,21842
"10038_2010",-1.075,21117
"10038_2005",-1.112,20614
"10038_1995",-1.129,20126
"10036_2000",-0.979,19918
"10036_2005",-0.889,19882
"10038_2000",-1.235,19813
"10016_1990",-0.405,19732
"10016_2015",-0.731,19694
"10026_2010",0.277,19691
"10026_2015",-0.26,19383
"10016_1995",-0.545,19318
"10026_2005",0.255,19303
"10038_1990",-1.146,18878
"10016_2010",-0.673,18488
"10016_2000",-0.566,18039
"10016_2005",-0.449,17318
"10035_1990",-0.288,14942
"10018_1990",-0.837,14815
"10020_1990",-0.58,14530
"10020_1995",-0.845,14520
"10028_1990",-0.186,14401
"10015_1990",-0.48,14250
"10028_1995",-0.42,14212
"10024_1990",-0.474,14208
"10035_1995",-0.437,13588
"10024_2015",-0.521,13554
"10024_1995",-0.668,13547
