"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","agua_lag","dren_lag","elec_lag","tot_del_lag","hom_lag","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt","edo.year"
"30130_1994","30",30130,1994,"PRI",4402,7079,1003,602,39,12615,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.348949663099485,0.561157352358304,0.0795085216012683,56.1157352358304,88.9848460159687,-32.8691107801384,NA,NA,NA,NA,NA,0.77175497581161,52103,NA,NA,NA,NA,NA,0,"30_1994"
"30130_1997","30",30130,1997,"PAN",5917,5734,2960,546,8,14812,"PRI","PRI","PAN","PAN",1994,3,"PRI","PRI",0,1,0,0,"30_1997",0.39947339994599,0.38711855252498,0.199837969214151,38.711855252498,56.1157352358304,-17.4038799833324,2820,2,9161,0,0,0.782082509513958,51381,21.9503546099291,0,3.50398428119202,NA,NA,1,"30_1997"
"30130_2000","30",30130,2000,"PRI_PARM_PSN_PDS",7087,7822,1701,389,67,16838,"PRI","PRI","PRI","PRI",1997,3,"PAN","PAN",1,1,0,0,"30_2000",0.42089321772182,0.464544482717662,0.101021498990379,42.089321772182,38.711855252498,3.37746651968399,3439,2,10622,0,0,0.742,49388,1.0758941552777,0,-0.828469214837112,NA,NA,1,"30_2000"
"30130_2004","30",30130,2004,"PAN",8620,6374,165,522,8,15159,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,0,1,0,"30_2004",0.568639092288409,0.420476284715351,0.0108846229962399,42.0476284715351,42.089321772182,-0.0416933006469122,4219,3,12218,0,0,0.40768663482683,40151,27.5657738800664,0,-7.34981175315109,NA,NA,1,"30_2004"
"30130_2007","30",30130,2007,"PRI_PVEM_PNA",4443,10045,2298,428,2,16786,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.264684856427976,0.598415346121768,0.136899797450256,26.4684856427976,42.0476284715351,-15.5791428287375,6162,3,11778,216,16,0.817342473818019,50837,2.59655955858487,0,-3.97350993377483,8.79629629629631,25,1,"30_2007"
"30130_2010","30",30130,2010,"PRD_PT_MC",5030,4818,7708,396,2,17556,"PRI_PVEM_PRV","PRI","PRD","PRD",2007,3,"PRI","PRI",0,0,1,0,"30_2010",0.286511733880155,0.274436090225564,0.439052175894281,27.4436090225564,26.4684856427976,0.975123379758823,6599,3,12062,309,14,0.447,40984,-13.744506743446,100,3.28303763886586,6.79611650485437,-14.2857142857143,1,"30_2010"
"30131_1994","30",30131,1994,"PRI",8513,25128,4683,1409,50,40733,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.208995163626544,0.616895391942651,0.114968207595807,61.6895391942651,46.9041382922996,14.7854009019655,NA,NA,NA,NA,NA,-1.50095411966882,154012,NA,NA,NA,NA,NA,0,"30_1994"
"30131_1997","30",30131,1997,"PRI",7158,22601,16127,1175,3,48414,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.147849795513694,0.466827777089272,0.333106126327095,46.6827777089272,61.6895391942651,-15.0067614853379,27618,1,46417,4799,74,-1.4678774116076,153884,3.17546527626911,0,4.89906715212099,-9.21025213586164,-20.2702702702703,0,"30_1997"
"30131_2000","30",30131,2000,"PRI_PARM_PAS",21206,21283,2501,855,1,47579,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.445700834401732,0.447319195443368,0.0525652073393724,44.7319195443368,46.6827777089272,-1.95085816459039,31389,1,51443,3210,40,-1.506,152838,1.42406575551945,0,3.75366910949983,0.560747663551398,-20,0,"30_2000"
"30131_2004","30",30131,2004,"PAN",23847,22776,15481,1577,27,62104,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,1,0,0,"30_2004",0.38398492850702,0.36673966250161,0.249275408991369,36.673966250161,44.7319195443368,-8.05795329417576,35771,2,63743,3399,45,-1.41733766688778,175319,8.40904643426239,0,4.2169336240842,1.14739629302735,-2.22222222222223,1,"30_2004"
"30131_2007","30",30131,2007,"PRI_PVEM_PNA",17926,24979,20175,1298,52,63440,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.282566204287516,0.3937421185372,0.318017023959647,28.2566204287516,36.673966250161,-8.41734582140944,40326,2,69394,2983,34,-1.56101263884834,156763,4.22308188265634,0,0.18445398737643,20.18102581294,23.5294117647059,1,"30_2007"
"30131_2010","30",30131,2010,"PRI_PVEM_PRV",17646,41996,6450,1883,65,66092,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.266991466440719,0.635417297101011,0.0975912364582703,63.5417297101011,28.2566204287516,35.2851092813495,43340,2,74790,3395,82,-1.527,193311,1.89893862482694,200,7.7577216205375,-6.56848306332841,-41.4634146341463,0,"30_2010"
"30132_1997","30",30132,1997,"PAN",2040,1371,201,230,5,4733,"PRI","PRI","PAN","PAN",1994,3,"PRI","PRI",0,0,0,0,"30_1997",0.431016268751321,0.289668286499049,0.042467779421086,28.9668286499049,25.0932338838572,3.87359476604771,1687,1,3759,0,0,-0.1,13782,6.34262003556608,0,-1.9952114924182,NA,NA,1,"30_1997"
"30133_1994","30",30133,1994,"PRI",768,6689,1972,391,2,9769,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.0786160302999283,0.684716961817996,0.201863036134712,68.4716961817996,85.2905284896273,-16.8188323078278,NA,NA,NA,NA,NA,-0.411794597116614,47487,NA,NA,NA,NA,NA,0,"30_1994"
"30133_1997","30",30133,1997,"PRI",276,5735,3578,407,0,14040,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0196581196581197,0.408475783475783,0.254843304843305,40.8475783475783,68.4716961817996,-27.6241178342212,1183,1,2570,0,0,-0.493869813494573,48951,331.107354184277,0,80,NA,NA,0,"30_1997"
"30133_2000","30",30133,2000,"PRD",2432,3934,6822,378,58,13822,"PRI","PRI","PRD","PRD",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0.175951381855014,0.284618723773694,0.493560989726523,28.4618723773694,40.8475783475783,-12.3857059702089,6106,1,11533,0,0,-0.892,50329,5.20799213887978,0,0.693661666522147,NA,NA,1,"30_2000"
"30133_2004","30",30133,2004,"PAN",5537,4733,3443,552,23,17206,"PRI","PRI","PAN","PAN",2000,4,"PRD","PRD",0,1,0,0,"30_2004",0.321806346623271,0.275078461001976,0.200104614669301,20.0104614669301,28.4618723773694,-8.45141091043927,7835,1,13560,0,0,-0.938105873518553,52132,4.03318442884493,0,4.19616519174041,NA,NA,1,"30_2004"
"30133_2007","30",30133,2007,"PRI_PVEM_PNA",3635,5929,1383,257,5,15641,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,0,0,1,"30_2007",0.232402020331181,0.379067834537434,0.0884214564286171,23.2402020331181,20.0104614669301,3.22974056618795,9241,1,15287,65,4,-0.882916853568002,51371,37.2470511849367,0,-0.0915810819650626,207.692307692308,-25,1,"30_2007"
"30133_2010","30",30133,2010,"PAN_PNA",7634,5558,4903,292,3,18095,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,0,1,0,"30_2010",0.421884498480243,0.30715667311412,0.270958828405637,30.715667311412,23.2402020331181,7.4754652782939,12696,1,15879,14,1,-0.926,55358,-15.059861373661,500,1.63738270671956,1042.85714285714,600,1,"30_2010"
"30134_1994","30",30134,1994,"PRI",2163,3213,379,63,9,5930,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.364755480607083,0.541821247892074,0.0639123102866779,54.1821247892074,51.1497189575881,3.03240583161928,NA,NA,NA,NA,NA,-0.458954296645471,19010,NA,NA,NA,NA,NA,0,"30_1994"
"30134_1997","30",30134,1997,"PRI",604,3223,2772,152,5,6680,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0904191616766467,0.48248502994012,0.414970059880239,48.248502994012,54.1821247892074,-5.93362179519544,1730,1,2675,0,0,-0.483799165494353,19203,95.4335260115607,0,3.5140186915888,NA,NA,0,"30_1997"
"30134_2000","30",30134,2000,"PRD",538,2448,2474,91,0,6698,"PRI","PRI","PRD","PRD",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0.0803224843236787,0.365482233502538,0.369363989250523,36.5482233502538,48.248502994012,-11.7002796437582,3381,1,2995,0,0,-0.447,18999,0,0,1.76961602671118,NA,NA,1,"30_2000"
"30134_2004","30",30134,2004,"PRD_PT_MC",2722,2565,3117,209,4,8404,"PRI","PRI","PRD","PRD",2000,4,"PRD","PRD",0,1,0,0,"30_2004",0.323893384102808,0.305211803902903,0.370894811994288,37.0894811994288,36.5482233502538,0.541257849175032,4756,3,3792,0,0,-0.58746503202123,19913,14.2977291841884,0,4.35126582278482,NA,NA,0,"30_2004"
"30134_2007","30",30134,2007,"PRI_PVEM_PNA",2307,4200,3277,138,1,9784,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRD","PRD",1,0,0,1,"30_2007",0.2357931316435,0.429272281275552,0.334934587080948,33.4934587080948,37.0894811994288,-3.59602249133399,5431,3,4302,61,1,-0.417089765940482,19536,22.7030012888971,0,10.3207810320781,65.5737704918033,400,1,"30_2007"
"30134_2010","30",30134,2010,"PRD_PT_MC",2234,2826,5389,197,3,10449,"PRI_PVEM_PRV","PRI","PRD","PRD",2007,3,"PRI","PRI",0,0,0,1,"30_2010",0.213800363671165,0.270456503014643,0.515743133314193,27.0456503014643,33.4934587080948,-6.4478084066306,6664,3,5099,90,10,-0.529,21603,-12.0348139255702,33.3333333333333,13.6889586193371,12.2222222222222,-20,1,"30_2010"
"30135_1994","30",30135,1994,"PAN",2414,1542,79,92,5,4150,"PRI","PRI","PAN","PAN",1991,3,"PRI","PRI",0,0,1,0,"30_1994",0.581686746987952,0.371566265060241,0.0190361445783133,37.1566265060241,41.0077519379845,-3.8511254319604,NA,NA,NA,NA,NA,0.461499454281913,12351,NA,NA,NA,NA,NA,1,"30_1994"
"30135_1997","30",30135,1997,"PAN",2231,1951,656,94,8,4871,"PRI","PRI","PAN","PAN",1994,3,"PAN","PAN",0,1,0,0,"30_1997",0.4580168343256,0.400533771299528,0.134674604803942,45.80168343256,37.1566265060241,8.64505692653595,1699,1,1398,0,0,0.382051401161501,13465,1.58917010005886,0,4.93562231759655,NA,NA,0,"30_1997"
"30135_2000","30",30135,2000,"PAN",2271,2235,368,116,17,5257,"PRI","PRI","PAN","PAN",1997,3,"PAN","PAN",0,0,1,0,"30_2000",0.431995434658551,0.425147422484307,0.070001902225604,43.1995434658551,45.80168343256,-2.602139966705,1726,1,1690,0,0,0.273,14730,0,0,6.3905325443787,NA,NA,0,"30_2000"
"30135_2004","30",30135,2004,"PRI_PVEM",2815,3376,636,171,0,6827,"PRI","PRI","PRI","PRI",2000,4,"PAN","PAN",1,0,1,0,"30_2004",0.412333382159074,0.494507104145305,0.0931595136956203,41.2333382159074,43.1995434658551,-1.96620524994762,1876,3,2266,0,0,0.16908517707475,16886,20.0426439232409,0,4.23654015887026,NA,NA,1,"30_2004"
"30135_2007","30",30135,2007,"PRI_PVEM_PNA",2739,2782,1314,114,1,6875,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,0,1,0,"30_2007",0.3984,0.404654545454545,0.191127272727273,40.4654545454545,41.2333382159074,-0.767883670452889,2396,3,2606,35,1,0.390474402583273,15624,0,0,5.64082885648503,-17.1428571428571,-100,0,"30_2007"
"30135_2010","30",30135,2010,"PAN_PNA",3282,3027,1554,212,2,7863,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,1,0,0,"30_2010",0.417397939717665,0.384967569629912,0.197634490652423,38.4967569629912,40.4654545454545,-1.96869758246331,2489,3,3442,74,3,0.367,20245,15.1466452390518,-33.3333333333333,3.25392213829168,-1.35135135135135,-33.3333333333333,1,"30_2010"
"30136_1994","30",30136,1994,"PRD",28,870,1095,52,0,2010,"PRI","PRI","PRD","PRD",1991,3,"PRI","PRI",0,1,0,0,"30_1994",0.0139303482587065,0.432835820895522,0.544776119402985,43.2835820895522,65.9919028340081,-22.7083207444559,NA,NA,NA,NA,NA,-0.381152046753967,4585,NA,NA,NA,NA,NA,1,"30_1994"
"30136_1997","30",30136,1997,"PAN",1229,711,317,80,0,2257,"PRI","PRI","PAN","PAN",1994,3,"PRD","PRD",0,1,0,0,"30_1997",0.544528134692069,0.315019937970758,0.140451927337173,14.0451927337173,43.2835820895522,-29.2383893558349,285,1,929,0,0,-0.365800987174986,4920,114.385964912281,0,4.95156081808399,NA,NA,1,"30_1997"
"30136_2000","30",30136,2000,"PRI_PARM_PSN_PDS",132,1216,213,33,0,2449,"PRI","PRI","PRI","PRI",1997,3,"PAN","PAN",1,0,0,1,"30_2000",0.0538995508370764,0.496529195590037,0.0869742752143732,5.38995508370764,14.0451927337173,-8.65523765000969,611,1,1092,0,0,-0.314,5342,0,0,3.66300366300365,NA,NA,1,"30_2000"
"30136_2004","30",30136,2004,"PRD_PT_MC",65,1387,1589,75,0,3041,"PRI","PRI","PRD","PRD",2000,4,"PRI","PRI",0,0,1,0,"30_2004",0.0213745478461033,0.45609996711608,0.522525485037816,45.609996711608,5.38995508370764,40.2200416279004,901,4,1424,0,0,-0.335420369332837,5836,0,0,4.28370786516853,NA,NA,1,"30_2004"
"30136_2007","30",30136,2007,"PRI_PVEM_PNA",103,1736,591,32,0,3318,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRD","PRD",1,1,0,0,"30_2007",0.0310427968655817,0.523206751054852,0.178119349005425,17.8119349005425,45.609996711608,-27.7980618110655,1077,4,1544,29,2,-0.374291672976066,5702,0,0,-13.60103626943,86.2068965517242,-50,1,"30_2007"
"30137_1994","30",30137,1994,"PRI",400,607,0,156,0,1011,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.395647873392681,0.600395647873393,0,60.0395647873393,85.8839050131926,-25.8443402258533,NA,NA,NA,NA,NA,2.14799717101855,3545,NA,NA,NA,NA,NA,0,"30_1994"
"30137_1997","30",30137,1997,"PRI",588,773,63,113,0,1424,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.412921348314607,0.542837078651685,0.0442415730337079,54.2837078651685,60.0395647873393,-5.75585692217074,448,1,114,0,0,2.06875193373703,3833,2.23214285714286,0,5.26315789473685,NA,NA,0,"30_1997"
"30137_2000","30",30137,2000,"PRI_PARM_PSN",385,930,40,122,5,1455,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.264604810996564,0.639175257731959,0.0274914089347079,63.9175257731959,54.2837078651685,9.63381790802733,458,1,716,0,0,1.927,4195,0,0,21.7877094972067,NA,NA,0,"30_2000"
"30137_2004","30",30137,2004,"PRI_PVEM",580,897,224,93,2,1701,"PRI","PRI","PRI","PRI",2000,4,"PRI","PRI",1,1,0,0,"30_2004",0.340975896531452,0.527336860670194,0.131687242798354,52.7336860670194,63.9175257731959,-11.1838397061765,520,2,1006,0,0,1.73083738492447,4700,7.11538461538461,0,4.07554671968192,NA,NA,0,"30_2004"
"30137_2010","30",30137,2010,"PAN",1199,1076,68,79,0,2343,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,1,0,0,"30_2010",0.511737089201878,0.459240290226206,0.0290226205719163,45.9240290226206,48.3440434997528,-2.42001447713227,415,2,749,14,0,1.495,5484,57.5903614457831,-50,-7.20961281708944,50,NA,1,"30_2010"
"30138_1994","30",30138,1994,"PAN",6401,5459,948,294,6,13112,"PRI","PRI","PAN","PAN",1991,3,"PRI","PRI",0,1,0,0,"30_1994",0.488178767541184,0.416336180597926,0.0723001830384381,41.6336180597926,67.0443587270974,-25.4107406673049,NA,NA,NA,NA,NA,-1.56841584698796,38627,NA,NA,NA,NA,NA,1,"30_1994"
"30138_1997","30",30138,1997,"PAN",4834,4775,3073,292,2,15969,"PRI","PRI","PAN","PAN",1994,3,"PAN","PAN",0,1,0,0,"30_1997",0.302711503538105,0.299016845137454,0.192435343477989,30.2711503538105,41.6336180597926,-11.362467705982,8850,1,9921,0,0,-1.53508749573625,39050,-3.05084745762711,0,3.49763128716863,NA,NA,0,"30_1997"
"30138_2000","30",30138,2000,"PRI_PDS",4981,6118,1096,233,0,13670,"PRI","PRI","PRI","PRI",1997,3,"PAN","PAN",1,0,1,0,"30_2000",0.36437454279444,0.447549378200439,0.0801755669348939,36.437454279444,30.2711503538105,6.16630392563354,9306,1,10726,0,0,-1.558,39327,0,0,3.79451799366025,NA,NA,1,"30_2000"
"30138_2004","30",30138,2004,"PAN",6819,6172,4238,487,13,17614,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,0,1,0,"30_2004",0.387135233337118,0.350403088452367,0.240604064948337,35.0403088452367,36.437454279444,-1.3971454342073,9970,1,11890,0,0,-1.55959979471386,39879,7.5025075225677,0,4.1968040370059,NA,NA,1,"30_2004"
"30138_2007","30",30138,2007,"PRI_PVEM_PNA",6016,8621,1217,347,4,17430,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.345152036718302,0.494606999426277,0.0698221457257602,34.5152036718302,35.0403088452367,-0.525105173406565,10694,1,13096,249,7,-1.55399741938465,39568,4.98410323545914,0,-0.38943188759924,-10.0401606425703,0,1,"30_2007"
"30138_2010","30",30138,2010,"PAN_PNA",7120,6507,3001,361,13,16628,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,0,1,0,"30_2010",0.428193408708203,0.391327880683185,0.180478710608612,39.1327880683185,34.5152036718302,4.61758439648832,11426,1,14033,269,10,-1.55,40634,-2.24925608261859,0,0.940639920188138,-13.7546468401487,-10,1,"30_2010"
"30139_1994","30",30139,1994,"PRI",19,1675,1400,36,5,3100,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.00612903225806452,0.540322580645161,0.451612903225806,54.0322580645161,78.0224525043178,-23.9901944398017,NA,NA,NA,NA,NA,-0.385888219096574,6269,NA,NA,NA,NA,NA,0,"30_1994"
"30139_1997","30",30139,1997,"PRD",24,1175,1938,32,0,3137,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"30_1997",0.00765062161300606,0.374561683136755,0.617787695250239,37.4561683136755,54.0322580645161,-16.5760897508406,961,1,1369,0,0,NA,6040,1.14464099895941,0,1.97224251278305,NA,NA,1,"30_1997"
"30139_2000","30",30139,2000,"PRI_PARM_PSN",155,1296,1141,47,2,2606,"PRI","PRI","PRI","PRI",1997,3,"PRD","PRD",1,1,0,0,"30_2000",0.0594781273983116,0.497313891020721,0.43783576362241,43.783576362241,37.4561683136755,6.3274080485655,972,1,1684,0,0,0.047,5684,0,0,2.67220902612826,NA,NA,1,"30_2000"
"30139_2004","30",30139,2004,"PRD_PT_MC",42,1209,1912,167,0,3163,"PRI","PRI","PRD","PRD",2000,4,"PRI","PRI",0,0,0,1,"30_2004",0.0132785330382548,0.382232058172621,0.604489408789124,38.2232058172621,43.783576362241,-5.56037054497889,1286,1,1870,0,0,0.0683075301208617,5739,0.777604976671863,0,4.59893048128344,NA,NA,1,"30_2004"
"30139_2007","30",30139,2007,"PRI_PVEM_PNA",1383,1941,89,38,0,3460,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRD","PRD",1,1,0,0,"30_2007",0.39971098265896,0.560982658959538,0.0257225433526012,2.57225433526012,38.2232058172621,-35.650951482002,1283,1,2033,34,1,0.0457206681655882,5745,0.233826968043638,0,-3.78750614854893,-23.5294117647059,0,1,"30_2007"
"30139_2010","30",30139,2010,"PAN",1851,1524,247,52,0,3622,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,0,0,1,"30_2010",0.511043622308117,0.42076200993926,0.0681943677526229,42.076200993926,2.57225433526012,39.5039466586659,1286,1,2049,15,1,0.07,5908,4.43234836702955,0,-1.46412884333822,-13.3333333333333,-100,1,"30_2010"
"30140_1994","30",30140,1994,"PRI",202,423,0,16,0,626,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.322683706070288,0.675718849840256,0,67.5718849840256,100,-32.4281150159744,NA,NA,NA,NA,NA,0.809868866141649,1781,NA,NA,NA,NA,NA,0,"30_1994"
"30140_1997","30",30140,1997,"PRI",134,431,208,14,0,773,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.173350582147477,0.557567917205692,0.269081500646831,55.7567917205692,67.5718849840256,-11.8150932634563,186,1,314,0,0,0.872419698954356,1940,1.61290322580644,0,-2.86624203821657,NA,NA,0,"30_1997"
"30140_2000","30",30140,2000,"PAN",473,437,5,28,0,917,"PRI","PRI","PAN","PAN",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0.515812431842966,0.476553980370774,0.0054525627044711,47.6553980370774,55.7567917205692,-8.10139368349179,189,1,262,0,0,1.154,2214,0,0,4.58015267175574,NA,NA,1,"30_2000"
"30140_2010","30",30140,2010,"PRI_PVEM_PRV",472,498,234,41,0,1321,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,0,0,"30_2010",0.357305071915216,0.376987130961393,0.177138531415594,37.6987130961393,36.8932038834951,0.805509212644139,462,2,281,7,0,0.993,2715,-8.44155844155842,-50,-14.5907473309609,-42.8571428571428,NA,0,"30_2010"
"30141_1994","30",30141,1994,"PRI",86,18617,15218,753,0,34361,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.00250283751928058,0.541806117400541,0.442885829865254,54.1806117400541,54.0686847689576,0.111926971096537,NA,NA,NA,NA,NA,0.458057529205665,134774,NA,NA,NA,NA,NA,0,"30_1994"
"30141_1997","30",30141,1997,"PRI",2511,16948,15072,914,12,35331,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0710707310860151,0.479692055135716,0.426594209051541,47.9692055135717,54.1806117400541,-6.21140622648248,12164,4,21820,1910,58,0.461436887482799,139378,17.6668858927984,0,5.49954170485791,-31.3089005235602,-41.3793103448276,0,"30_1997"
"30141_2000","30",30141,2000,"PRI",6453,15868,10365,1130,130,33713,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.19140984190075,0.470678966570759,0.307448165396138,47.0678966570759,47.9692055135717,-0.901308856495746,14313,4,27147,1911,50,0.347,142343,7.92286732341228,0,4.34302132832357,-6.8027210884354,-16,0,"30_2000"
"30141_2004","30",30141,2004,"PRI_PVEM",6505,17941,15896,2231,9,40563,"PRI","PRI","PRI","PRI",2000,4,"PRI","PRI",1,1,0,0,"30_2004",0.160367822892784,0.442299632670167,0.391884229470207,44.2299632670167,47.0678966570759,-2.83793339005916,26921,12,33174,1874,49,0.121018636029727,147206,2.56676943649937,0,4.28648941942484,7.31056563500532,4.08163265306122,0,"30_2004"
"30141_2007","30",30141,2007,"PRI_PVEM_PNA",8812,29037,7862,2869,15,49464,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"30_2007",0.17814976548601,0.587032993692382,0.158943878376193,58.7032993692382,44.2299632670167,14.4733361022215,30810,12,37679,1361,22,0.470411062052204,145703,3.41447581953911,0,3.402425754399,-5.65760470242469,-36.3636363636364,0,"30_2007"
"30141_2010","30",30141,2010,"PRI_PVEM_PRV",21616,25953,2069,1546,17,49638,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,1,0,0,"30_2010",0.435472823240259,0.522845400701076,0.0416817760586647,52.2845400701076,58.7032993692382,-6.41875929913066,32259,16,42173,1585,32,0.199,157364,13.5869059797266,12.5,2.53953951580395,-18.6119873817035,-37.5,0,"30_2010"
"30142_1994","30",30142,1994,"PRI",0,6615,2902,287,6,9645,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0,0.685847589424572,0.300881285640228,68.5847589424572,96.6412213740458,-28.0564624315886,NA,NA,NA,NA,NA,0.514573989017995,33487,NA,NA,NA,NA,NA,0,"30_1994"
"30142_1997","30",30142,1997,"PRI",0,6300,4896,673,11,11196,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0,0.562700964630225,0.437299035369775,56.2700964630225,68.5847589424572,-12.3146624794347,2533,1,4218,0,0,0.546261475050849,33203,-1.02645084879589,0,6.99383594120437,NA,NA,0,"30_1997"
"30142_2000","30",30142,2000,"PRI_PSN_PDS",2804,6380,722,656,23,9937,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.282177719633692,0.642044882761397,0.0726577437858509,64.2044882761397,56.2700964630225,7.93439181311717,2507,1,4863,0,0,0.602,32645,0,0,1.93296319144561,NA,NA,0,"30_2000"
"30142_2004","30",30142,2004,"PAN",4967,4410,2183,701,2,11705,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,1,0,0,"30_2004",0.424348568987612,0.376762067492525,0.186501495087569,37.6762067492525,64.2044882761397,-26.5282815268872,3015,3,5892,0,0,0.349429180537574,31182,4.07960199004975,0,4.2090970807875,NA,NA,1,"30_2004"
"30142_2007","30",30142,2007,"PRI_PVEM_PNA",4818,7167,279,312,5,12890,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.37377812257564,0.556012412723041,0.021644685802948,37.377812257564,37.6762067492525,-0.298394491688455,3734,3,6584,36,3,0.73769992491105,33723,0,0,18.7120291616039,122.222222222222,-66.6666666666667,1,"30_2007"
"30142_2010","30",30142,2010,"PRI_PVEM_PRV",5551,5813,1360,456,1,12724,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.436262181703867,0.456853190820497,0.106884627475637,45.6853190820497,37.377812257564,8.30750682448566,3857,3,8327,61,1,0.507,33435,-8.58179932590095,66.6666666666667,0.0120091269364605,-1.63934426229509,100,0,"30_2010"
"30143_1994","30",30143,1994,"PRI",0,8198,3696,518,1,12530,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0,0.654269752593775,0.294972067039106,65.4269752593775,91.5187512949789,-26.0917760356014,NA,NA,NA,NA,NA,0.756091699221911,53899,NA,NA,NA,NA,NA,0,"30_1994"
"30143_1997","30",30143,1997,"PRI",481,11369,6327,677,20,18382,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0261669024045262,0.618485474921118,0.344195408551844,61.8485474921118,65.4269752593775,-3.57842776726565,5349,1,8613,0,0,0.732981345158023,54529,2.69209197980932,0,4.00557297109023,NA,NA,0,"30_1997"
"30143_2007","30",30143,2007,"PRI_PVEM_PNA",2149,8769,6722,1039,28,23665,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRD","PRD",1,0,0,0,"30_2007",0.0908092119163321,0.370547221635326,0.284048172406507,28.4048172406507,31.7630308282778,-3.35821358762708,15277,15,14186,144,4,0.662823196157843,55125,0.628395627413761,0,2.69279571408432,-24.3055555555556,25,1,"30_2007"
