"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","agua_lag","dren_lag","elec_lag","tot_del_lag","hom_lag","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt","edo.year"
"05016_2002","05",5016,2002,"PRI",221,507,245,9,0,973,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.227132579650565,0.521068859198356,0.251798561151079,52.1068859198356,45.4261954261954,6.68069049364013,697,0,NA,NA,NA,-1.15237046418495,1751,-2.72596843615494,NA,NA,NA,NA,0,"05_2002"
"05016_2005","05",5016,2005,"PRI",268,426,271,17,0,986,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.271805273833671,0.432048681541582,0.274847870182556,43.2048681541582,52.1068859198356,-8.90201776567734,750,NA,NA,NA,NA,-1.054,1708,0.4,NA,NA,NA,NA,0,"05_2005"
"05016_2010","05",5016,2010,"PRI_PVEM",516,658,16,7,0,1190,"PRI","PRI","PRI","PRI",2005,5,"PRI","PRI",1,1,0,0,"05_2010",0.433613445378151,0.552941176470588,0.0134453781512605,55.2941176470588,43.2048681541582,12.0892494929006,1095,0,NA,NA,NA,-1.124,1835,-3.74429223744293,NA,NA,NA,NA,0,"05_2010"
"05017_1996","05",5017,1996,"PRI",6434,14108,3356,671,0,25994,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.247518658151881,0.542740632453643,0.129106716934677,54.2740632453643,39.8910238026957,14.3830394426686,2521,1,NA,NA,NA,-0.754064513088264,88981,183.101943673146,0,NA,NA,NA,0,"05_1996"
"05017_1999","05",5017,1999,"PRI",8680,16713,0,1477,0,28409,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0.305536977718329,0.588299482558344,0,58.8299482558344,54.2740632453643,4.55588501047011,8509,1,NA,NA,NA,-1.03282011881235,91257,15.4189681513691,0,NA,NA,NA,0,"05_1999"
"05017_2002","05",5017,2002,"PRI",3817,16777,9844,1153,0,33409,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.11425065102218,0.502170073932174,0.294651141907869,50.2170073932174,58.8299482558344,-8.61294086261702,17070,1,NA,NA,NA,-1.11805446229422,95027,5.41300527240772,0,NA,NA,NA,0,"05_2002"
"05017_2005","05",5017,2005,"PRI",9637,14921,1595,1425,0,39992,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.240973194638928,0.373099619923985,0.0398829765953191,37.3099619923985,50.2170073932174,-12.9070454008189,19481,NA,NA,NA,NA,-1.076,99707,2.41260715569016,NA,NA,NA,NA,0,"05_2005"
"05017_2009","05",5017,2009,"PRI_PVEM",4470,19407,916,744,0,42342,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.105568938642483,0.458339237636389,0.0216333663974304,45.8339237636389,37.3099619923985,8.52396177124047,21568,3,NA,NA,NA,-1.25825060608826,97492,-18.9632789317507,-33.3333333333333,NA,NA,NA,0,"05_2009"
"05018_1996","05",5018,1996,"PAN",29493,17337,1079,1426,0,48646,"PRI","PRI","PAN","PAN",1993,3,"PAN","PAN",0,1,0,0,"05_1996",0.60627800846935,0.356391070180488,0.0221806520577231,60.627800846935,46.260642785917,14.367158061018,44716,1,NA,NA,NA,-1.77143215924991,190533,0.228106270686107,0,NA,NA,NA,0,"05_1996"
"05018_1999","05",5018,1999,"PRI",0,29242,0,968,0,53674,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,0,1,0,"05_1999",0,0.544807541826583,0,0,60.627800846935,-60.627800846935,47440,1,NA,NA,NA,-1.91836305006394,192936,2.56112984822935,0,NA,NA,NA,1,"05_1999"
"05018_2002","05",5018,2002,"PRI",15814,26210,1449,883,0,46475,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,1,0,"05_2002",0.340268961807423,0.563959117805272,0.0311780527165143,56.3959117805272,0,56.3959117805272,64144,1,NA,NA,NA,-1.93431670892173,196285,10.1209777999501,0,NA,NA,NA,0,"05_2002"
"05018_2005","05",5018,2005,"PRI",26112,34954,4295,1137,0,66499,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.39266755891066,0.525631964390442,0.0645874374050738,52.5631964390442,56.3959117805272,-3.83271534148297,67826,NA,NA,NA,NA,-1.882,200160,1.8355792763837,NA,NA,NA,NA,0,"05_2005"
"05018_2009","05",5018,2009,"PRI_PSD",11765,49304,1134,890,0,66624,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.176588016330451,0.740033621517771,0.0170208933717579,74.0033621517771,52.5631964390442,21.4401657127329,76768,1,NA,NA,NA,-1.96078312625358,206073,2.4437265527303,0,NA,NA,NA,0,"05_2009"
"05019_1996","05",5019,1996,"PRI",1201,1581,0,40,0,2782,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.431703810208483,0.568296189791517,0,56.8296189791517,58.8386622565233,-2.00904327737165,1547,1,NA,NA,NA,-1.3097572954925,6762,5.94699418228832,0,NA,NA,NA,0,"05_1996"
"05019_1999","05",5019,1999,"PRI",1420,1612,0,39,0,3032,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0.468337730870712,0.531662269129288,0,53.1662269129288,56.8296189791517,-3.66339206622293,1759,1,NA,NA,NA,-1.51762315571037,7134,2.84252416145537,0,NA,NA,NA,0,"05_1999"
"05019_2002","05",5019,2002,"PRI",1524,1559,70,38,0,3153,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.483349191246432,0.494449730415477,0.0222010783380907,49.4449730415477,53.1662269129288,-3.72125387138103,1814,1,NA,NA,NA,-1.58314461788449,7246,6.7805953693495,0,NA,NA,NA,0,"05_2002"
"05019_2005","05",5019,2005,"PRI",1726,1780,0,29,0,3506,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.492298916143754,0.507701083856246,0,50.7701083856246,49.4449730415477,1.32513534407691,2082,NA,NA,NA,NA,-1.567,7221,3.6983669548511,NA,NA,NA,NA,0,"05_2005"
"05019_2009","05",5019,2009,"PRI_PVEM_PNA_PSD",1627,2226,0,19,0,3853,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.422268362315079,0.577731637684921,0,57.7731637684921,50.7701083856246,7.00305538286744,2322,1,NA,NA,NA,-1.55809180216904,8046,7.40740740740741,0,NA,NA,NA,0,"05_2009"
"05020_1996","05",5020,1996,"PRI",7578,9816,207,399,0,18154,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.417428665858764,0.540707282141677,0.0114024457419852,54.0707282141677,50.3747795414462,3.69594867272146,15312,1,NA,NA,NA,-1.22936398618053,62947,1.22779519331245,0,NA,NA,NA,0,"05_1996"
"05020_1999","05",5020,1999,"PRI",0,10764,0,728,0,19819,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.543115192492053,0,54.3115192492053,54.0707282141677,0.240791035037638,8331,3,NA,NA,NA,-1.47476176330235,62816,1.48841675669187,0,NA,NA,NA,0,"05_1999"
"05020_2002","05",5020,2002,"PRD_PT_PUDC",966,8459,12624,488,0,22410,"PRI","PRI","PRD","PRD",1999,3,"PRI","PRI",0,1,0,0,"05_2002",0.0431057563587684,0.377465417224453,0.563319946452477,37.7465417224453,54.3115192492053,-16.56497752676,9170,1,NA,NA,NA,-1.51069159473863,62748,102.857142857143,0,NA,NA,NA,1,"05_2002"
"05020_2005","05",5020,2005,"PRI",6036,13414,2452,587,0,22486,"PRI","PRI","PRI","PRI",2002,3,"PRD","PRD",1,1,0,0,"05_2005",0.268433692075069,0.596548963799698,0.109045628390999,10.9045628390999,37.7465417224453,-26.8419788833455,9804,NA,NA,NA,NA,-1.43,62710,0.775193798449604,NA,NA,NA,NA,1,"05_2005"
"05020_2009","05",5020,2009,"PRD_PT_PUDC",5739,10830,11088,340,0,27657,"PRI","PRI","PRD","PRD",2005,4,"PRI","PRI",0,0,0,1,"05_2009",0.207506237118993,0.391582601149799,0.400911161731207,39.1582601149799,10.9045628390999,28.25369727588,10074,1,NA,NA,NA,-1.53271663339016,66054,2.04486797697041,0,NA,NA,NA,1,"05_2009"
"05021_1996","05",5021,1996,"PRI",163,1465,131,79,0,1831,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.0890223921354451,0.800109229929001,0.0715456034953577,80.0109229929001,63.5039924847346,16.5069305081654,NA,NA,NA,NA,NA,-0.882435510372699,6138,NA,NA,NA,NA,NA,0,"05_1996"
"05021_1999","05",5021,1999,"PRI",521,1933,0,54,0,2454,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0.212306438467808,0.787693561532192,0,78.7693561532192,80.0109229929001,-1.24156683968083,1231,1,NA,NA,NA,-1.09173303734469,5993,5.36149471974005,0,NA,NA,NA,0,"05_1999"
"05021_2002","05",5021,2002,"PRI",1219,1354,37,61,0,2633,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.462969996202051,0.514242309153057,0.0140524116976833,51.4242309153057,78.7693561532192,-27.3451252379135,1179,NA,NA,NA,NA,-1.10034835367156,5896,5.93723494486853,NA,NA,NA,NA,0,"05_2002"
"05021_2005","05",5021,2005,"PRI",1204,1482,49,62,0,2787,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.432005740940079,0.531754574811625,0.0175816289917474,53.1754574811625,51.4242309153057,1.7512265658568,1272,NA,NA,NA,NA,-1.001,5822,2.20125786163523,NA,NA,NA,NA,0,"05_2005"
"05021_2009","05",5021,2009,"PRI_PVEM_PSD",1326,1884,0,9,0,3243,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.408880666049954,0.580943570767808,0,58.0943570767808,53.1754574811625,4.91889959561821,1460,1,NA,NA,NA,-1.1551095221152,6362,8.49315068493151,0,NA,NA,NA,0,"05_2009"
"05022_1996","05",5022,1996,"PRI",1093,4633,1,71,0,5791,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.188741150060439,0.800034536349508,0.000172681747539285,80.0034536349508,70.9227811598847,9.08067247506614,NA,NA,NA,NA,NA,-1.31983908135971,20982,NA,NA,NA,NA,NA,0,"05_1996"
"05022_1999","05",5022,1999,"PAN",2966,2953,0,117,0,6239,"PRI","PRI","PAN","PAN",1996,3,"PRI","PRI",0,1,0,0,"05_1999",0.475396698188812,0.473313030934445,0,47.3313030934445,80.0034536349508,-32.6721505415063,3767,1,NA,NA,NA,-1.54621879956577,22492,6.98168303689939,0,NA,NA,NA,1,"05_1999"
"05022_2002","05",5022,2002,"PAN",4051,3187,130,67,0,7385,"PRI","PRI","PAN","PAN",1999,3,"PAN","PAN",0,1,0,0,"05_2002",0.548544346648612,0.431550440081246,0.017603249830738,54.8544346648612,47.3313030934445,7.52313157141675,82,NA,NA,NA,NA,-1.57669999506993,24114,6973.17073170732,NA,NA,NA,NA,0,"05_2002"
"05022_2005","05",5022,2005,"PRI",2920,3943,0,167,0,8115,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,0,1,0,"05_2005",0.359827479975354,0.485890326555761,0,35.9827479975354,54.8544346648612,-18.8716866673258,6422,NA,NA,NA,NA,-1.5,25856,6.38430395515417,NA,NA,NA,NA,1,"05_2005"
"05022_2009","05",5022,2009,"PRI_PNA_PSD",3710,4974,0,77,0,9237,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,0,1,0,"05_2009",0.401645555916423,0.538486521597921,0,53.8486521597921,35.9827479975354,17.8659041622567,8064,1,NA,NA,NA,-1.59775453188734,24483,0.5704365079365,0,NA,NA,NA,0,"05_2009"
"05023_1996","05",5023,1996,"PRD",0,1243,1341,65,0,2598,"PRI","PRI","PRD","PRD",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0,0.478444957659738,0.516166281755196,47.8444957659738,55.3888130968622,-7.54431733088838,NA,NA,NA,NA,NA,-0.558228548517716,13110,NA,NA,NA,NA,NA,1,"05_1996"
"05023_1999","05",5023,1999,"PRI",0,1743,1731,52,0,3474,"PRI","PRI","PRI","PRI",1996,3,"PRD","PRD",1,1,0,0,"05_1999",0,0.501727115716753,0.498272884283247,49.8272884283247,47.8444957659738,1.98279266235087,645,1,NA,NA,NA,-0.652259725818098,12309,0.310077519379842,0,NA,NA,NA,1,"05_1999"
"05023_2005","05",5023,2005,"PRI",137,1670,1052,55,0,3666,"PRI","PRI","PRI","PRI",2002,3,"PRD","PRD",1,1,0,0,"05_2005",0.0373704309874523,0.455537370430987,0.28696126568467,28.696126568467,45.4653583110318,-16.7692317425648,NA,NA,NA,NA,NA,-0.659,10183,NA,NA,NA,NA,NA,1,"05_2005"
"05023_2009","05",5023,2009,"PRI_PVEM_PSD",398,2031,1187,18,0,4261,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,0,0,1,"05_2009",0.0934053039192678,0.476648674020183,0.278573104904952,47.6648674020183,28.696126568467,18.9687408335513,1200,1,NA,NA,NA,-0.665229306042784,12812,0.749999999999986,0,NA,NA,NA,0,"05_2009"
"05024_1996","05",5024,1996,"PRI",563,5357,4129,395,0,10426,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,0,1,0,"05_1996",0.053999616343756,0.513811624784193,0.396029157874544,51.3811624784193,23.1383795964355,28.2427828819838,NA,NA,NA,NA,NA,-0.886729181617092,43310,NA,NA,NA,NA,NA,0,"05_1996"
"05024_1999","05",5024,1999,"PRI",0,6015,3237,524,0,11788,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.510264675941636,0.274601289446895,51.0264675941636,51.3811624784193,-0.354694884255778,8588,1,NA,NA,NA,-1.05435686496187,43332,5.9385188635305,0,NA,NA,NA,0,"05_1999"
"05024_2002","05",5024,2002,"PAN",6418,5391,659,344,0,13420,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,1,0,0,"05_2002",0.478241430700447,0.401713859910581,0.0491058122205663,40.1713859910581,51.0264675941636,-10.8550816031054,9302,1,NA,NA,NA,-1.11619956986669,43884,1.44055041926468,0,NA,NA,NA,1,"05_2002"
"05024_2005","05",5024,2005,"PRI",5526,5827,2480,494,0,15182,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,1,0,0,"05_2005",0.363983664866289,0.383809774733237,0.163351337109735,36.3983664866289,40.1713859910581,-3.77301950442922,10008,NA,NA,NA,NA,-1.115,44715,-0.14988009592326,NA,NA,NA,NA,1,"05_2005"
"05025_1996","05",5025,1996,"PRI",3873,20880,6475,609,0,32029,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.120921664741328,0.651909207280902,0.202160542008805,65.1909207280902,63.2738661148705,1.91705461321964,23226,1,NA,NA,NA,-1.64388978012549,118451,10.2858865065013,0,NA,NA,NA,0,"05_1996"
"05025_1999","05",5025,1999,"PRI",0,24465,0,864,0,32830,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.745202558635394,0,74.5202558635394,65.1909207280902,9.32933513544927,28413,1,NA,NA,NA,-1.89431678306455,125639,5.18424664766128,0,NA,NA,NA,0,"05_1999"
"05025_2002","05",5025,2002,"PRI",9212,20939,7018,733,0,38309,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.240465686914302,0.546581743193505,0.183194549583649,54.6581743193505,74.5202558635394,-19.8620815441889,34958,NA,NA,NA,NA,-1.93419075177785,134225,5.92425195949426,NA,NA,NA,NA,0,"05_2002"
"05025_2005","05",5025,2005,"PRI",12389,24042,1757,568,0,39829,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.311054759095132,0.603630520475031,0.0441135855783474,60.3630520475031,54.6581743193505,5.70487772815254,39402,NA,NA,NA,NA,-1.859,143915,-6.69001573524185,NA,NA,NA,NA,0,"05_2005"
"05025_2009","05",5025,2009,"PRI_PNA",12388,27801,718,647,0,45724,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.27092992739043,0.608017671244861,0.0157029131309597,60.801767124486,60.3630520475031,0.438715076982973,42472,1,NA,NA,NA,-1.85847079168002,134424,0.913543040120553,0,NA,NA,NA,0,"05_2009"
"05026_1996","05",5026,1996,"PRI",558,676,0,19,0,1260,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.442857142857143,0.536507936507936,0,53.6507936507937,57.4171029668412,-3.76630931604753,NA,NA,NA,NA,NA,-0.640510807519308,3612,NA,NA,NA,NA,NA,0,"05_1996"
"05026_1999","05",5026,1999,"PRI",583,689,0,52,0,1285,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0.453696498054475,0.536186770428016,0,53.6186770428016,53.6507936507937,-0.0321166079920943,201,0,NA,NA,NA,-0.787049951510465,3609,0.995024875621884,NA,NA,NA,NA,0,"05_1999"
"05026_2002","05",5026,2002,"PRI",498,728,152,17,0,1378,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.361393323657475,0.528301886792453,0.110304789550073,52.8301886792453,53.6186770428016,-0.788488363556276,325,0,NA,NA,NA,-0.781697483461433,3515,NA,NA,NA,NA,NA,0,"05_2002"
"05026_2005","05",5026,2005,"PRI",309,1082,0,29,0,1566,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.197318007662835,0.690932311621967,0,69.0932311621967,52.8301886792453,16.2630424829514,357,NA,NA,NA,NA,-0.698,3379,125.490196078431,NA,NA,NA,NA,0,"05_2005"
"05026_2009","05",5026,2009,"PRI_PVEM_PNA_PSD",579,1286,0,23,0,1865,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.310455764075067,0.689544235924933,0,68.9544235924933,69.0932311621967,-0.138807569703374,375,0,NA,NA,NA,-1.11403867942311,3688,1.06666666666667,NA,NA,NA,NA,0,"05_2009"
"05027_1996","05",5027,1996,"PAN",5579,2846,78,319,0,9414,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0.592628000849798,0.302315700021245,0.0082855321861058,30.2315700021245,55.7566731584374,-25.5251031563129,NA,NA,NA,NA,NA,-1.15137204457122,37098,NA,NA,NA,NA,NA,1,"05_1996"
"05027_1999","05",5027,1999,"PRI",0,5600,0,539,0,10585,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0,0.52905054322154,0,0,30.2315700021245,-30.2315700021245,6971,1,NA,NA,NA,-1.52242622900645,39146,7.53120068856692,0,NA,NA,NA,1,"05_1999"
"05027_2002","05",5027,2002,"PAN",6821,5268,184,253,0,12851,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,0,1,0,"05_2002",0.530775815111664,0.409929188390009,0.0143179519103572,40.9929188390009,0,40.9929188390009,NA,NA,NA,NA,NA,-1.67059992816378,45892,NA,NA,NA,NA,NA,1,"05_2002"
"05027_2005","05",5027,2005,"PAN_PUDC",11925,7736,171,359,0,20117,"PRI","PRI","PAN","PAN",2002,3,"PAN","PAN",0,1,0,0,"05_2005",0.592782223989661,0.384550380275389,0.00850027340060645,59.2782223989661,40.9929188390009,18.2853035599652,14295,NA,NA,NA,NA,-1.67,56708,4.87583071003848,NA,NA,NA,NA,0,"05_2005"
"05027_2009","05",5027,2009,"PRI_PVEM",8340,13164,193,269,0,22201,"PRI","PRI","PRI","PRI",2005,4,"PAN","PAN",1,0,1,0,"05_2009",0.375658754110175,0.592946263681816,0.00869330210350885,37.5658754110175,59.2782223989661,-21.7123469879485,19093,1,NA,NA,NA,-1.69895853533877,50087,8.71523595034832,0,NA,NA,NA,1,"05_2009"
"05028_1996","05",5028,1996,"PRI",2989,9510,485,333,0,14064,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.212528441410694,0.676194539249147,0.0344852104664391,67.6194539249147,83.5494453991564,-15.9299914742417,23644,1,NA,NA,NA,-1.56310910353171,51377,-39.4983928269328,0,NA,NA,NA,0,"05_1996"
"05028_1999","05",5028,1999,"PRI",6600,8820,0,480,0,16690,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0.395446375074895,0.528460155781905,0,52.8460155781905,67.6194539249147,-14.7734383467241,33516,1,NA,NA,NA,-1.72020237993927,52127,5.07518796992482,0,NA,NA,NA,0,"05_1999"
"05028_2009","05",5028,2009,"PRI_PVEM_PNA_PSD",10156,13606,365,281,0,24217,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,0,0,0,"05_2009",0.419374819341785,0.561836726266672,0.0150720568195895,56.1836726266672,33.011238315303,23.1724343113642,41288,2,NA,NA,NA,-1.81614599438282,58459,2.9839178453788,0,NA,NA,NA,0,"05_2009"
"05029_1996","05",5029,1996,"PRI",79,547,0,6,0,848,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.0931603773584906,0.645047169811321,0,64.5047169811321,65.4467168998924,-0.941999918760274,NA,NA,NA,NA,NA,-0.859430664448111,1965,NA,NA,NA,NA,NA,0,"05_1996"
"05029_1999","05",5029,1999,"PRI",0,554,0,15,0,1014,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.546351084812623,0,54.6351084812623,64.5047169811321,-9.86960849986975,520,0,NA,NA,NA,-1.04192931092938,1996,0.769230769230767,NA,NA,NA,NA,0,"05_1999"
"05029_2002","05",5029,2002,"PRI",388,496,0,14,0,1139,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.340649692712906,0.435469710272169,0,43.5469710272169,54.6351084812623,-11.0881374540455,543,0,NA,NA,NA,-1.09890136525946,2029,16.9429097605893,NA,NA,NA,NA,0,"05_2002"
"05029_2005","05",5029,2005,"PRD",129,532,536,25,0,1271,"PRI","PRI","PRD","PRD",2002,3,"PRI","PRI",0,1,0,0,"05_2005",0.101494885916601,0.418568056648308,0.421715184893784,41.8568056648308,43.5469710272169,-1.69016536238601,648,NA,NA,NA,NA,-1.081,2063,8.95061728395061,NA,NA,NA,NA,1,"05_2005"
"05029_2009","05",5029,2009,"PRI_PVEM_PSD",494,785,0,4,0,1475,"PRI","PRI","PRI","PRI",2005,4,"PRD","PRD",1,1,0,0,"05_2009",0.334915254237288,0.532203389830509,0,0,41.8568056648308,-41.8568056648308,1605,0,NA,NA,NA,-1.13478055881682,2199,0.311526479750781,NA,NA,NA,NA,1,"05_2009"
"05030_1996","05",5030,1996,"PAN",54558,51865,5645,2241,0,124889,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,0,1,0,"05_1996",0.436851924508964,0.415288776433473,0.0452001377222974,41.5288776433473,30.2396077294837,11.2892699138636,97413,1,NA,NA,NA,-1.7089370928116,537633,13.979653639658,0,NA,NA,NA,1,"05_1996"
"05030_1999","05",5030,1999,"PRI",0,80492,0,2861,0,142140,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0,0.566286759532855,0,0,41.5288776433473,-41.5288776433473,119019,1,NA,NA,NA,-1.93009445103292,567666,3.89769700636031,0,NA,NA,NA,1,"05_1999"
"05030_2002","05",5030,2002,"PRI",33301,85025,6822,3197,0,127329,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,1,0,"05_2002",0.261535078418899,0.667758326854055,0.0535777395565818,66.7758326854055,0,66.7758326854055,142317,1,NA,NA,NA,-1.97391560490648,605419,0.00632391070638972,0,NA,NA,NA,0,"05_2002"
"05030_2005","05",5030,2005,"PRI",73624,109115,4333,5213,0,194079,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.379350676786257,0.562219508550642,0.0223259600471973,56.2219508550642,66.7758326854055,-10.5538818303413,155486,NA,NA,NA,NA,-1.921,648929,5.67832473663223,NA,NA,NA,NA,0,"05_2005"
"05030_2009","05",5030,2009,"PRI_PSD",38622,162264,2799,5277,0,212571,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.181689882439279,0.763340248669856,0.0131673652567848,76.3340248669856,56.2219508550642,20.1120740119214,184009,1,NA,NA,NA,-1.98652784407386,631734,3.58352037128619,0,NA,NA,NA,0,"05_2009"
"05031_1996","05",5031,1996,"PAN",4055,2315,32,93,0,6466,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0.627126507887411,0.358026600680483,0.00494896381070213,35.8026600680483,65.7949070887818,-29.9922470207336,NA,NA,NA,NA,NA,-1.42876111770492,20036,NA,NA,NA,NA,NA,1,"05_1996"
"05031_1999","05",5031,1999,"PRI",2494,4905,0,171,0,7399,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0.337072577375321,0.662927422624679,0,33.7072577375321,35.8026600680483,-2.09540233051616,5041,1,NA,NA,NA,-1.67131927822602,20044,3.13429875024796,0,NA,NA,NA,1,"05_1999"
"05031_2002","05",5031,2002,"PRI",2618,4220,202,96,0,7306,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,1,0,"05_2002",0.358335614563373,0.577607445934848,0.0276485080755543,57.7607445934848,33.7072577375321,24.0534868559527,5571,1,NA,NA,NA,-1.72896423708997,19875,1.5437084903967,0,NA,NA,NA,0,"05_2002"
"05031_2005","05",5031,2005,"PRI",2075,3724,0,105,0,7917,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.262094227611469,0.470380194518126,0,47.0380194518126,57.7607445934848,-10.7227251416722,5822,NA,NA,NA,NA,-1.682,19620,2.09549982823772,NA,NA,NA,NA,0,"05_2005"
"05031_2009","05",5031,2009,"PAN",4462,2950,0,29,0,9737,"PRI","PRI","PAN","PAN",2005,4,"PRI","PRI",0,1,0,0,"05_2009",0.458252028345486,0.302968059977406,0,30.2968059977406,47.0380194518126,-16.741213454072,6364,1,NA,NA,NA,-1.76434950128075,22088,2.4198617221873,0,NA,NA,NA,1,"05_2009"
"05032_1996","05",5032,1996,"PRI",5327,6034,0,697,0,11361,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.468884781269254,0.531115218730746,0,53.1115218730746,78.9098399619712,-25.7983180888966,NA,NA,NA,NA,NA,-1.59445669024347,40612,NA,NA,NA,NA,NA,0,"05_1996"
"05032_1999","05",5032,1999,"PAN",7414,6826,0,799,0,15000,"PRI","PRI","PAN","PAN",1996,3,"PRI","PRI",0,1,0,0,"05_1999",0.494266666666667,0.455066666666667,0,45.5066666666667,53.1115218730746,-7.60485520640788,392,1,NA,NA,NA,-1.77310742731325,40256,0.510204081632653,0,NA,NA,NA,1,"05_1999"
