"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt"
"19012_2003",19,19012,2003,"PRI_PVEM_PLM_FC",913,1977,713,71,0,3603,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,0,1,0,"19_2003",0.253399944490702,0.548709408825978,0.197890646683319,54.8709408825978,33.79329004329,21.0776508393078,-1.60953745019234,12953,-2.06944385334232,NA,NA,NA,NA,0
"19012_2006",19,19012,2006,"PRD_PT",1322,1467,2095,102,0,4884,"PRI_PVEM_PLM_PFC","PRI","PRD","PRD",2003,3,"PRI","PRI",0,1,0,0,"19_2006",0.270679770679771,0.30036855036855,0.428951678951679,30.036855036855,54.8709408825978,-24.8340858457428,-1.63606182298812,12486,NA,NA,NA,NA,NA,1
"19012_2015",19,19012,2015,"PAN",0,0,0,0,NA,0,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PAN","PAN",0,0,0,0,"19_2015",NA,NA,NA,NA,2.53512522907758,NA,-1.552,42715,NA,NA,NA,NA,NA,0
"19013_1994",19,19013,1994,"PRI",1373,1673,0,148,NA,3076,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.446358907672302,0.543888166449935,0,54.3888166449935,100,-45.6111833550065,-0.927978358781566,12131,NA,NA,NA,NA,NA,0
"19013_1997",19,19013,1997,"PRI",1787,2778,72,82,0,4688,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.381186006825939,0.592576791808874,0.015358361774744,59.2576791808874,54.3888166449935,4.86886253589387,-0.987875526958413,11852,12.1885676506504,NA,NA,NA,NA,0
"19013_2000",19,19013,2000,"PRI",2112,2893,87,90,0,5093,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.414686825053996,0.568034557235421,0.0170822697820538,56.8034557235421,59.2576791808874,-2.45422345734525,-1.169,11540,15.4367769769966,NA,NA,-17.9129756290891,93.076,0
"19013_2003",19,19013,2003,"PAN",2872,2585,0,81,0,5457,"PAN","PAN","PAN","PAN",2000,3,"PRI","PRI",1,1,0,0,"19_2003",0.526296499908375,0.473703500091625,0,47.3703500091625,56.8034557235421,-9.43310571437957,-1.14361581903021,11027,10.8992584595278,NA,NA,-41.7068109739563,63.2433333333333,1
"19013_2006",19,19013,2006,"PRI_PVEM",1055,2859,1476,145,0,5708,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"19_2006",0.184828311142256,0.500875963559916,0.258584442887176,18.4828311142256,47.3703500091625,-28.8875188949369,-1.21978217527316,11576,NA,NA,NA,25.8083306011119,97.6848,1
"19013_2009",19,19013,2009,"PRI_PVEM_PD_Czda",1049,2333,2198,194,0,6191,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"19_2009",0.169439508964626,0.376837344532386,0.355031497334841,37.6837344532386,18.4828311142256,19.2009033390129,-1.38575226569854,11684,NA,NA,NA,-65.3075328265376,90.2633333333333,0
"19013_2012",19,19013,2012,"PRI_PVEM",1791,2280,0,122,0,6072,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"19_2012",0.2949604743083,0.375494071146245,0,37.5494071146245,37.6837344532386,-0.134327338614064,-1.1230405461881,11528,NA,NA,NA,NA,NA,0
"19013_2015",19,19013,2015,"PAN",1898,1109,0,120,NA,6253,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PRI","PRI",0,1,0,0,"19_2015",0.303534303534304,0.177354869662562,0,17.7354869662562,37.5494071146245,-19.8139201483683,-1.261,10835,NA,NA,NA,NA,NA,1
"19014_1994",19,19014,1994,"PRI",229,7598,287,490,NA,12524,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.0182848930054296,0.606675183647397,0.0229160012775471,60.6675183647397,67.9905623279591,-7.32304396321939,0.473054851628077,37279,NA,NA,NA,NA,NA,0
"19014_1997",19,19014,1997,"PRI",708,6868,368,540,0,10636,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.0665663783377209,0.645731477999248,0.034599473486273,64.5731477999248,60.6675183647397,3.90562943518508,0.28039873728221,35861,46.067956137478,NA,NA,NA,NA,0
"19014_2000",19,19014,2000,"PRI",1523,6946,173,798,0,11354,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.134137748810992,0.611766778227937,0.0152369209089308,61.1766778227937,64.5731477999248,-3.39646997713106,0.097,33721,5.12316302534079,NA,NA,28.270069120157,18.1061428571428,0
"19014_2003",19,19014,2003,"PRI_PVEM_PLM_FC",1971,4879,124,932,0,10696,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,1,0,0,"19_2003",0.184274495138369,0.456151832460733,0.0115931189229619,45.6151832460733,61.1766778227937,-15.5614945767204,0.067495406217979,33449,24.6971732884398,NA,NA,61.022248280209,90.9945,0
"19014_2006",19,19014,2006,"PRI_PVEM",582,7576,4787,1042,0,13344,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"19_2006",0.0436151079136691,0.567745803357314,0.358738009592326,56.7745803357314,45.6151832460733,11.1593970896581,0.130877873369825,34151,NA,NA,NA,16.2537379590342,57.7178095238095,0
"19014_2009",19,19014,2009,"PAN",9006,6964,82,651,0,16513,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2006,3,"PRI","PRI",0,1,0,0,"19_2009",0.545388481802216,0.421728335251014,0.00496578453339793,42.1728335251014,56.7745803357314,-14.60174681063,0.321476858263732,35474,NA,NA,NA,-21.14458360513,53.440375,1
"19014_2012",19,19014,2012,"PRI_PVEM",2545,8125,187,816,0,18537,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"19_2012",0.137292981604359,0.438312564061067,0.0100879322436209,13.7292981604359,42.1728335251014,-28.4435353646655,0.0456450194180595,33207,NA,NA,NA,NA,NA,1
"19014_2015",19,19014,2015,"PRI",8482,11544,111,433,NA,20386,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2012,3,"PRI","PRI",1,0,1,0,"19_2015",0.416069851859119,0.566270970273717,0.00544491317570882,56.6270970273717,13.7292981604359,42.8977988669358,0.036,34110,NA,NA,NA,NA,NA,0
"19015_1994",19,19015,1994,"PRI",547,861,0,109,NA,1408,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.388494318181818,0.611505681818182,0,61.1505681818182,100,-38.8494318181818,-1.12185878039264,2407,NA,NA,NA,NA,NA,0
"19015_1997",19,19015,1997,"PRI",648,742,0,20,0,1390,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.466187050359712,0.533812949640288,0,53.3812949640288,61.1505681818182,-7.7692732177894,-1.01196127791245,2270,14.9075240645836,NA,NA,NA,NA,0
"19015_2000",19,19015,2000,"PRI",679,731,0,33,0,1491,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.455399061032864,0.49027498323273,0,49.027498323273,53.3812949640288,-4.35379664075581,-0.831,2246,5.22490326925852,NA,NA,NA,NA,0
"19015_2003",19,19015,2003,"PAN",1010,884,0,56,0,1894,"PAN","PAN","PAN","PAN",2000,3,"PRI","PRI",1,1,0,0,"19_2003",0.533262935586061,0.466737064413939,0,46.6737064413939,49.027498323273,-2.3537918818791,-0.770730941366961,1859,38.4510849915188,NA,NA,NA,NA,1
"19015_2006",19,19015,2006,"PRI_PVEM",962,1090,0,22,0,2052,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"19_2006",0.468810916179337,0.531189083820663,0,46.8810916179337,46.6737064413939,0.207385176539844,-0.842469447972285,2267,NA,NA,NA,NA,NA,1
"19015_2009",19,19015,2009,"PAN",1196,921,0,55,0,2117,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2006,3,"PRI","PRI",0,0,1,0,"19_2009",0.564950401511573,0.435049598488427,0,43.5049598488427,46.8810916179337,-3.37613176909102,-0.87783636828644,2330,NA,NA,NA,-71.2983384796353,100,1
"19015_2012",19,19015,2012,"PRI_PVEM",562,1085,0,13,0,1647,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"19_2012",0.341226472374013,0.658773527625987,0,34.1226472374013,43.5049598488427,-9.38231261144136,-0.749276670757781,2201,NA,NA,NA,NA,NA,1
"19015_2015",19,19015,2015,"PRI",716,881,0,19,NA,1755,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2012,3,"PRI","PRI",1,0,1,0,"19_2015",0.407977207977208,0.501994301994302,0,50.1994301994302,34.1226472374013,16.0767829620289,-0.606,1632,NA,NA,NA,NA,NA,0
"19016_1994",19,19016,1994,"PRI",265,838,67,132,NA,1170,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.226495726495726,0.716239316239316,0.0572649572649573,71.6239316239316,100,-28.3760683760684,-0.859297036248596,2932,NA,NA,NA,NA,NA,0
"19016_1997",19,19016,1997,"PRI",494,652,0,35,0,1198,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.412353923205342,0.54424040066778,0,54.424040066778,71.6239316239316,-17.1998915571537,-0.832218106146658,3018,25.9861625414149,NA,NA,NA,NA,0
"19016_2000",19,19016,2000,"PRI",340,488,0,35,0,1254,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.271132376395534,0.389154704944179,0,38.9154704944179,54.424040066778,-15.5085695723601,-0.784,3185,2.26228078058661,NA,NA,NA,NA,0
"19016_2009",19,19016,2009,"PRI_PVEM_PD_Czda",587,739,0,41,0,1981,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PAN","PAN",1,0,0,0,"19_2009",0.296314992428067,0.373043917213529,0,29.6314992428067,30.6332842415317,-1.001784998725,-0.885250338975461,3392,NA,NA,NA,NA,NA,1
"19017_1994",19,19017,1994,"PRI",836,10997,0,794,NA,13458,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.0621191856145044,0.817134789716154,0,81.7134789716154,94.6987951807229,-12.9853162091075,NA,41908,NA,NA,NA,NA,NA,0
"19017_1997",19,19017,1997,"PRI",1002,10588,153,671,0,12314,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.0813707974662985,0.859834334903362,0.012424882247848,85.9834334903362,81.7134789716154,4.26995451872081,NA,41074,47.7930078982533,NA,NA,NA,NA,0
"19017_2000",19,19017,2000,"PRI",1293,10782,148,486,0,12678,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.101987695220066,0.850449597728348,0.0116737655781669,85.0449597728348,85.9834334903362,-0.938473717501367,-0.223,39519,10.136302952298,NA,NA,35.7094388929142,60.481,0
"19017_2003",19,19017,2003,"PRI_PVEM_PLM_FC",202,7790,48,821,0,13853,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,1,0,0,"19_2003",0.0145816790586876,0.56233306864939,0.00346495343968815,56.233306864939,85.0449597728348,-28.8116529078958,-0.249001992114006,39165,8.79143819817926,NA,NA,50.1029755196023,57.7018,0
"19017_2006",19,19017,2006,"PRI_PVEM",477,6964,1540,1344,0,15240,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"19_2006",0.0312992125984252,0.456955380577428,0.101049868766404,45.6955380577428,56.233306864939,-10.5377688071962,-0.190524078766682,39732,NA,NA,NA,-68.1691070323778,50.335,0
"19017_2009",19,19017,2009,"PRI_PVEM_PD_Czda",7018,8277,140,713,0,16915,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PRI","PRI",1,1,0,0,"19_2009",0.414898019509311,0.489328997930831,0.00827667750517292,48.9328997930831,45.6955380577428,3.23736173534028,-0.118818726245786,40378,NA,NA,NA,19.6877437493822,72.1531034482759,0
"19017_2012",19,19017,2012,"PRI_PVEM",5211,10021,188,908,0,17957,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"19_2012",0.290193239405246,0.558055354457872,0.0104694548087097,55.8055354457872,48.9328997930831,6.8726356527041,-0.265671918807399,39965,NA,NA,NA,NA,NA,0
"19017_2015",19,19017,2015,"PRI",3850,9268,116,842,NA,19694,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2012,3,"PRI","PRI",1,1,0,0,"19_2015",0.195491012491114,0.470600182796791,0.00589011881791409,47.0600182796791,55.8055354457872,-8.74551716610807,-0.189,41130,NA,NA,NA,NA,NA,0
"19018_1994",19,19018,1994,"PRI",687,2610,2354,286,NA,6926,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.0991914524978342,0.376840889402252,0.339878717874675,37.6840889402252,54.203233256351,-16.5191443161258,-0.554059935172749,21270,NA,NA,NA,NA,NA,0
"19018_1997",19,19018,1997,"PRD_PVEM",1906,2259,2429,179,0,6816,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"19_1997",0.279636150234742,0.331426056338028,0.356367370892019,33.1426056338028,37.6840889402252,-4.54148330642242,-0.687827202195309,25866,39.6523436408061,NA,NA,NA,NA,1
"19018_2000",19,19018,2000,"PRD_MC_PAS_PSN",1032,1915,5560,262,0,8826,"PAN","PAN","PRD","PRD",1997,3,"PRD","PRD",0,1,0,0,"19_2000",0.116927260367097,0.21697258101065,0.629956945388625,62.9956945388625,33.1426056338028,29.8530889050596,-1.21,28974,-2.65314325722755,NA,NA,-13.4518732639818,63.7825,0
"19018_2003",19,19018,2003,"PRI_PVEM_PLM_FC",3419,4735,2279,291,0,10433,"PAN","PAN","PRI","PRI",2000,3,"PRD","PRD",0,0,0,1,"19_2003",0.327710150484041,0.453848365762484,0.218441483753475,21.8441483753475,62.9956945388625,-41.151546163515,-1.22315240288396,40991,5.72204692289866,NA,NA,33.822734522157,67.2072,1
"19018_2006",19,19018,2006,"PRI_PVEM",3470,5072,4668,391,0,14735,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PRI","PRI",1,0,0,1,"19_2006",0.235493722429589,0.344214455378351,0.316796742449949,34.4214455378351,21.8441483753475,12.5772971624876,-1.28404467455419,35551,NA,NA,NA,36.3607198220737,86.3265384615385,0
"19018_2009",19,19018,2009,"PRI_PVEM_PD_Czda",8900,11585,3139,796,0,24291,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PRI","PRI",1,1,0,0,"19_2009",0.366390844345642,0.476925610308345,0.12922481577539,47.6925610308345,34.4214455378351,13.2711154929994,-1.53449128070792,65673,NA,NA,NA,-69.102360159835,22.3864545454545,0
"19018_2012",19,19018,2012,"PRI_PVEM",12847,20824,5617,1227,0,41750,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"19_2012",0.307712574850299,0.498778443113772,0.134538922155689,49.8778443113772,47.6925610308345,2.18528328054278,-1.19942169428184,36008,NA,NA,NA,NA,NA,0
"19018_2015",19,19018,2015,"PAN",0,0,0,0,NA,0,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PRI","PRI",0,1,0,0,"19_2015",NA,NA,NA,NA,49.8778443113772,NA,-1.622,247370,NA,NA,NA,NA,NA,1
"19019_1994",19,19019,1994,"PAN",35116,21165,471,783,NA,57488,"PRI","PRI","PAN","PAN",1991,3,"PAN","PAN",0,0,1,0,"19_1994",0.610840523239633,0.368163790704147,0.00819301419426663,61.0840523239633,50.9949736927192,10.0890786312441,-2.24684958342457,119296,NA,NA,NA,NA,NA,0
"19019_1997",19,19019,1997,"PAN",35380,17121,579,579,0,54158,"PRI","PRI","PAN","PAN",1994,3,"PAN","PAN",0,0,1,0,"19_1997",0.653273754569962,0.316130580892943,0.0106909413198419,65.3273754569962,61.0840523239633,4.24332313303292,-2.26288874244277,122914,-39.9839619511734,NA,NA,NA,NA,0
"19019_2000",19,19019,2000,"PAN",33154,22125,602,980,0,58386,"PAN","PAN","PAN","PAN",1997,3,"PAN","PAN",1,0,1,0,"19_2000",0.56784160586442,0.378943582365636,0.0103106909190559,56.784160586442,65.3273754569962,-8.54321487055424,-2.359,125978,20.2376455649216,NA,NA,5.95496816716492,-151.956,0
"19019_2003",19,19019,2003,"PAN",26624,26155,396,734,0,53966,"PAN","PAN","PAN","PAN",2000,3,"PAN","PAN",1,0,1,0,"19_2003",0.493347663343587,0.484657006263203,0.00733795352629433,49.3347663343587,56.784160586442,-7.44939425208329,-2.30518980754806,123581,5.31561930947375,NA,NA,-30.0359383532082,76.8285625,0
"19019_2006",19,19019,2006,"PAN",34184,29477,1113,1151,0,65546,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2003,3,"PAN","PAN",0,0,1,0,"19_2006",0.521526866628017,0.449714704177219,0.0169804412168553,52.1526866628017,49.3347663343587,2.81792032844302,-2.35775163098169,126112,NA,NA,NA,-39.0122562543381,-55.2147692307692,0
"19019_2009",19,19019,2009,"PAN",28605,16355,306,1304,0,60061,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2006,3,"PAN","PAN",0,0,1,0,"19_2009",0.476265796440286,0.272306488403457,0.00509482026606284,47.6265796440286,52.1526866628017,-4.52610701877312,-2.35401048630607,126515,NA,NA,NA,-7.72440258495088,-37.0579166666667,0
"19019_2012",19,19019,2012,"PAN",41263,18687,1051,1214,0,64722,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2009,3,"PAN","PAN",0,0,1,0,"19_2012",0.637542103148852,0.288727171595439,0.0162386823645746,63.7542103148852,47.6265796440286,16.1276306708566,-2.34013166263331,126182,NA,NA,NA,NA,NA,0
"19019_2015",19,19019,2015,"PAN",0,0,0,0,NA,0,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PAN","PAN",0,0,1,0,"19_2015",NA,NA,NA,NA,63.7542103148852,NA,-2.219,123156,NA,NA,NA,NA,NA,0
"19020_1994",19,19020,1994,"PRI",586,1794,50,51,NA,2431,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.241053064582476,0.737967914438503,0.0205676676264912,73.7967914438503,67.8418803418803,5.95491110196993,-1.29484989220219,6169,NA,NA,NA,NA,NA,0
"19020_1997",19,19020,1997,"PRI",830,1420,0,37,0,2291,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.362287210824967,0.61981667394151,0,61.981667394151,73.7967914438503,-11.8151240496992,-1.21441129262285,5937,9.98333248211895,NA,NA,NA,NA,0
"19020_2000",19,19020,2000,"PRI",1023,1629,61,50,0,2713,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.377073350534464,0.600442314780686,0.0224843346848507,60.0442314780686,61.981667394151,-1.93743591608248,-1.079,5799,8.30351925672235,NA,NA,NA,NA,0
"19020_2003",19,19020,2003,"PRI_PVEM_PLM_FC",1108,1798,47,59,0,2966,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,1,0,0,"19_2003",0.373567093728928,0.606203641267701,0.0158462575859744,60.6203641267701,60.0442314780686,0.57613264870151,-1.00026918087102,5547,11.2823479699711,NA,NA,NA,NA,0
"19020_2006",19,19020,2006,"PRI_PVEM",233,1725,78,119,0,3181,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"19_2006",0.073247406475951,0.542282301163156,0.0245205910091166,54.2282301163156,60.6203641267701,-6.39213401045444,-1.08792779422879,5829,NA,NA,NA,NA,NA,0
"19020_2009",19,19020,2009,"PAN",1861,1815,0,26,0,3676,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2006,3,"PRI","PRI",0,1,0,0,"19_2009",0.506256800870511,0.493743199129489,0,49.3743199129489,54.2282301163156,-4.85391020336677,-1.11515684558322,5921,NA,NA,NA,-257.555669926231,79.2765,1
"19020_2012",19,19020,2012,"PAN",1747,1629,0,75,0,3460,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2009,3,"PAN","PAN",0,1,0,0,"19_2012",0.504913294797688,0.470809248554913,0,50.4913294797688,49.3743199129489,1.11700956681993,-1.0945110747922,5779,NA,NA,NA,NA,NA,0
"19020_2015",19,19020,2015,"PAN",1985,1888,0,26,NA,3873,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PAN","PAN",0,0,1,0,"19_2015",0.512522592305706,0.487477407694294,0,51.2522592305706,50.4913294797688,0.760929750801829,-1.027,5479,NA,NA,NA,NA,NA,0
"19021_1994",19,19021,1994,"PRI",17207,24805,716,2183,NA,46225,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.372244456462953,0.536614386154678,0.0154894537587885,53.6614386154678,82.5389033429876,-28.8774647275198,-1.30748617886282,157216,NA,NA,NA,NA,NA,0
"19021_1997",19,19021,1997,"PRI",12965,33501,894,1253,0,49533,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.261744695455555,0.676336987462903,0.018048573678154,67.6336987462903,53.6614386154678,13.9722601308225,-1.40984811181997,197640,5.24686759853677,NA,NA,NA,NA,0
"19021_2000",19,19021,2000,"PRI",25177,34236,990,1976,0,63350,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.397426992896606,0.540426203630624,0.0156274664561957,54.0426203630624,67.6336987462903,-13.591078383228,-1.728,233457,9.74313802931388,NA,NA,20.7942869939649,-78.1645526315789,0
"19021_2003",19,19021,2003,"PRI_PVEM_PLM_FC",16389,41522,780,1749,0,61771,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,1,0,0,"19_2003",0.265318677049101,0.672192452769099,0.0126272846481359,67.2192452769099,54.0426203630624,13.1766249138475,-1.74474596329066,271021,3.18885259587399,NA,NA,-55.2011892496721,-87.2508727272727,0
"19021_2006",19,19021,2006,"PRI_PVEM",27071,45070,6453,2599,0,82347,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"19_2006",0.328743002173728,0.547318056516934,0.0783635105104011,54.7318056516934,67.2192452769099,-12.4874396252164,-1.73580167172769,241951,NA,NA,NA,5.88556381277426,-146.431574074074,0
"19021_2009",19,19021,2009,"PRI_PVEM_PD_Czda",27751,55060,1374,2151,0,88731,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PRI","PRI",1,1,0,0,"19_2009",0.312754279789476,0.620527211459355,0.0154850052405585,62.0527211459355,54.7318056516934,7.32091549424202,-1.75941866430523,269335,NA,NA,NA,-25.8855341130953,-185.178235294118,0
"19021_2012",19,19021,2012,"PRI_PVEM",35140,58374,6451,3199,0,108513,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"19_2012",0.323832167574392,0.537944762378701,0.059449098264724,53.7944762378701,62.0527211459355,-8.25824490806535,-1.70976778123323,250092,NA,NA,NA,NA,NA,0
"19021_2015",19,19021,2015,"PRI",25285,53692,2156,2752,NA,125660,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2012,3,"PRI","PRI",1,1,0,0,"19_2015",0.201217571223938,0.427279961801687,0.0171574088811078,42.7279961801687,53.7944762378701,-11.0664800577014,-1.749,425148,NA,NA,NA,NA,NA,0
"19022_1994",19,19022,1994,"PRI",2591,4071,0,183,NA,7206,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.359561476547322,0.564945878434638,0,56.4945878434638,93.990452120191,-37.4958642767272,-0.622196891714788,16618,NA,NA,NA,NA,NA,0
"19022_1997",19,19022,1997,"PRI",2894,3398,42,165,0,6537,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.442710723573505,0.519810310540003,0.00642496558054153,51.9810310540003,56.4945878434638,-4.51355678946348,-0.696937556902785,16146,28.8702439695339,NA,NA,NA,NA,0
"19022_2000",19,19022,2000,"PRI",1464,4259,0,168,0,6594,"PAN","PAN","PRI","PRI",1997,3,"PRI","PRI",0,1,0,0,"19_2000",0.222020018198362,0.645890203215044,0,64.5890203215044,51.9810310540003,12.6079892675041,-0.918,15475,11.4523048149674,NA,NA,NA,NA,0
"19022_2003",19,19022,2003,"PRI_PVEM_PLM_FC",2528,3214,0,147,0,6175,"PAN","PAN","PRI","PRI",2000,3,"PRI","PRI",0,1,0,0,"19_2003",0.409392712550607,0.520485829959514,0,52.0485829959514,64.5890203215044,-12.540437325553,-0.920996740305496,14586,11.5638102815021,NA,NA,NA,NA,0
"19022_2006",19,19022,2006,"PAN",3716,2746,161,192,0,6651,"PRI_PVEM_PLM_PFC","PRI","PAN","PAN",2003,3,"PRI","PRI",0,1,0,0,"19_2006",0.558712975492407,0.412870245075928,0.0242068861825289,41.2870245075928,52.0485829959514,-10.7615584883586,-0.918397488782917,15566,NA,NA,NA,NA,NA,1
"19022_2009",19,19022,2009,"PRI_PVEM_PD_Czda",1801,4090,192,176,0,6829,"PRI_PVEM_PLM_PFC","PRI","PRI","PRI",2006,3,"PAN","PAN",1,1,0,0,"19_2009",0.263728217894274,0.598916386000879,0.028115390247474,26.3728217894274,41.2870245075928,-14.9142027181654,-0.919590988092095,15840,NA,NA,NA,-162.683427505984,84.16,1
"19022_2012",19,19022,2012,"PRI_PVEM",499,4298,38,272,0,7493,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,0,1,0,"19_2012",0.0665954891231816,0.573602028559989,0.00507139997330842,57.3602028559989,26.3728217894274,30.9873810665715,-0.919981655411742,15627,NA,NA,NA,NA,NA,0
"19022_2015",19,19022,2015,"PAN",0,0,0,0,NA,0,"PRI_PVEM_PD_CRUZADA_CIUDADANA","PRI","PAN","PAN",2012,3,"PRI","PRI",0,1,0,0,"19_2015",NA,NA,NA,NA,57.3602028559989,NA,-0.93,14795,NA,NA,NA,NA,NA,1
"19023_1994",19,19023,1994,"PRI",408,476,0,10,NA,884,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"19_1994",0.461538461538462,0.538461538461538,0,53.8461538461538,100,-46.1538461538462,-1.47716447616307,1783,NA,NA,NA,NA,NA,0
"19023_1997",19,19023,1997,"PRI",348,456,0,20,0,804,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"19_1997",0.432835820895522,0.567164179104478,0,56.7164179104478,53.8461538461538,2.87026406429391,-1.3670789867226,1697,16.5006799781578,NA,NA,NA,NA,0
