"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt"
"07089_2007",7,7089,2007,"PRI",29100,31582,9437,3960,58,76120,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"07_2007",0.382291119285339,0.414897530215449,0.123975302154493,38.2291119285339,42.2827128509068,-4.05360092237287,-0.552,285755,-1.84695946874805,-1.96904762754382,-722.558720416998,-34.1846028826706,-227.915573770492,1
"07089_2012",7,7089,2012,"PRI",40571,53511,14354,6836,139,114441,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PAN","PAN",0,1,0,0,"07_2012",0.354514553350635,0.467585917634414,0.125427075960539,35.4514553350635,44.2649013526545,-8.813446017591,-0.616902923265618,280836,NA,28.2963981729159,17.7498238332929,NA,NA,1
"07090_1995",7,7090,1995,"PRI",11,677,436,51,0,1142,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.00963222416812609,0.592819614711033,0.381786339754816,59.2819614711033,53.0155642023346,6.2663972687687,0.724,3286,NA,NA,NA,NA,NA,0
"07090_1998",7,7090,1998,"PRD",0,710,789,44,0,1499,"PRI","PRI","PRD","PRD",1995,3,"PRI","PRI",0,1,0,0,"07_1998",0,0.4736490993996,0.5263509006004,47.36490993996,59.2819614711033,-11.9170515311434,0.885647892868358,3493,-6.29945222154596,-6.29945222154596,NA,6.06094919956403,NA,1
"07090_2001",7,7090,2001,"PRI",85,871,834,31,0,1790,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRD","PRD",0,1,0,0,"07_2001",0.0474860335195531,0.48659217877095,0.465921787709497,46.5921787709497,47.36490993996,-0.772731169010257,0.953384036616764,3695,-5.78299456054967,47.1085027197252,NA,-26.3519101695454,81.525,1
"07090_2004",7,7090,2004,"PAN_PRD",0,989,0,34,0,1982,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,0,1,"07_2004",0,0.498990918264379,0,49.8990918264379,46.5921787709497,3.30691305548822,0.794773114398795,3868,-4.68200270635995,-4.68200270635995,NA,-10.8397675714399,99.033,1
"07090_2007",7,7090,2007,"PRI",221,1156,829,28,2,2206,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"07_2007",0.100181323662738,0.524025385312783,0.375793291024479,10.0181323662738,49.8990918264379,-39.8809594601641,1.01462318248683,3709,4.11065149948294,4.11065149948293,NA,-55.2494213817895,92.582,1
"07090_2012",7,7090,2012,"PRI",0,1219,1202,118,0,2430,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PAN","PAN",0,1,0,0,"07_2012",0,0.501646090534979,0.494650205761317,0,46.8870759982825,-46.8870759982825,0.820931005290357,3537,NA,28.4760980344576,15.3227860321257,NA,NA,1
"07091_1995",7,7091,1995,"PRI",353,1443,360,255,0,2227,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.158509205208801,0.647956892680736,0.161652447238437,64.7956892680736,100,-35.2043107319264,0.172,8939,NA,NA,NA,NA,NA,0
"07091_1998",7,7091,1998,"PRI",1170,1762,311,169,1,3243,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.360777058279371,0.543324082639531,0.0958988590810977,54.3324082639531,64.7956892680736,-10.4632810041205,0.207420700261533,9760,-9.18447253607787,-9.18447253607785,NA,6.02530473262949,NA,0
"07091_2001",7,7091,2001,"PAN",1593,1184,597,156,0,3374,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",1998,3,"PRI","PRI",1,1,0,0,"07_2001",0.472139893301719,0.350918790752816,0.176941315945465,35.0918790752816,54.3324082639531,-19.2405291886716,0.24338056562564,10265,-5.17418032786885,-5.17418032786885,NA,-109.30703213764,79.47,1
"07091_2004",7,7091,2004,"PRI",0,2100,72,183,0,4183,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PAN","PAN",0,1,0,0,"07_2004",0,0.502032034425054,0.0172125268945733,0,35.0918790752816,-35.0918790752816,0.270358480887136,10016,2.4257184607891,2.42571846078908,NA,19.8780289799975,94.2765714285714,1
"07091_2007",7,7091,2007,"PAN",1954,1147,1801,93,0,4902,"PRD_CONV_PT","PRD","PAN","PAN",2004,3,"PRI","PRI",0,0,1,0,"07_2007",0.398612811097511,0.233986128110975,0.367401060791514,23.3986128110975,0,23.3986128110975,NA,11224,12.412324189343,-12.0607028753993,NA,-66.06586088764,60.716,1
"07092_1995",7,7092,1995,"PRI",887,6327,1957,814,0,9530,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.0930745015739769,0.663903462749213,0.205351521511018,66.3903462749213,100,-33.6096537250787,0.222,34988,NA,NA,NA,NA,NA,0
"07092_1998",7,7092,1998,"PRI",0,4942,2384,444,71,7357,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0,0.67174119885823,0.324045127089846,67.174119885823,66.3903462749213,0.783773610901719,0.430325280429244,36987,-2.15640940381636,64.7622041842918,NA,6.41765701402073,NA,0
"07092_2001",7,7092,2001,"PRI",1486,5424,3364,412,7,10503,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.141483385699324,0.516423878891745,0.320289441112063,51.6423878891745,67.174119885823,-15.5317319966485,0.695940988951566,38214,-3.31738178278855,55.7211220930906,NA,-99.6222715893697,61.786,0
"07092_2004",7,7092,2004,"PAN_PRD_PT",0,4447,0,473,254,13038,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,1,0,0,"07_2004",0,0.341079920233165,0,34.1079920233165,51.6423878891745,-17.5343958658581,0.783450046276762,37710,2.62939449612447,13.6540273198304,NA,-43.4771425738156,39.664,1
"07092_2007",7,7092,2007,"PRI_PVEM",2925,7427,4427,697,29,14779,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"07_2007",0.197915961837743,0.502537384126125,0.299546654036132,19.7915961837743,34.1079920233165,-14.3163958395422,0.605442026995626,39777,3.19631635055754,-5.48130469371519,NA,-15.3464626866526,68.5971052631579,1
"07092_2012",7,7092,2012,"PRI",773,3967,652,557,1,9499,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PRI","PRI",0,1,0,0,"07_2012",0.0813769870512686,0.417622907674492,0.0686388040846405,41.7622907674492,54.1365014541179,-12.3742106866687,0.72933509951864,38480,NA,24.1065265185134,10.3414698461032,NA,NA,0
"07093_1995",7,7093,1995,"PRI",107,4385,3141,1281,0,8040,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.0133084577114428,0.545398009950249,0.390671641791045,54.5398009950249,100,-45.4601990049751,1.307,27614,NA,NA,NA,NA,NA,0
"07093_1998",7,7093,1998,"PRI",1320,2574,1634,489,9,5566,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.237154150197628,0.462450592885375,0.293568091987064,46.2450592885375,54.5398009950249,-8.29474170648733,1.34562083166734,30820,31.0785794631303,-234.830158615195,NA,-9.61701621330794,NA,0
"07093_2001",7,7093,2001,"PRI",520,3683,2093,595,1,8869,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.0586311872815425,0.415266659149848,0.235990528808208,41.5266659149848,46.2450592885375,-4.71839337355277,1.37359628122431,34046,-10.4672290720312,44.7663854639844,NA,-8.52920750936395,74.4655,0
"07093_2004",7,7093,2004,"PAN_PRD_PT",0,3420,0,498,0,9196,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,1,0,0,"07_2004",0,0.371900826446281,0,37.1900826446281,41.5266659149848,-4.33658327035668,1.37839627689762,36843,1.41563326811684,27.8564295365094,NA,0.511689118896064,67.2506666666667,1
"07093_2007",7,7093,2007,"PRD_PT_MC",1564,4325,4897,563,43,11773,"PRD_CONV_PT","PRD","PRD","PRD",2004,3,"PAN","PAN",1,1,0,0,"07_2007",0.132846343327954,0.36736600696509,0.415951754013421,13.2846343327954,37.1900826446281,-23.9054483118327,1.29001979553853,34001,43.4015225707056,7.71381266454959,NA,-58.9373226332757,38.7982,1
"07094_1995",7,7094,1995,"PRI",229,3154,2306,1172,0,6029,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.037983081771438,0.523138165533256,0.382484657488804,52.3138165533256,100,-47.6861834466744,0.67,22403,NA,NA,NA,NA,NA,0
"07094_1998",7,7094,1998,"PRI",511,2772,629,601,4,5203,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.0982125696713435,0.53276955602537,0.120891793196233,53.276955602537,52.3138165533256,0.963139049211399,0.816205899799401,25055,-4.71101636500274,44.0811498460028,NA,-43.5085534925593,NA,0
"07094_2001",7,7094,2001,"PRI",1572,2462,1095,575,1,6542,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.240293488229899,0.376337511464384,0.167380006114338,37.6337511464384,53.276955602537,-15.6432044560986,0.963456698159021,27994,4.3962242439406,55.3079225703452,NA,-15.8303841640135,87.5582222222222,0
"07094_2004",7,7094,2004,"PRI",2100,4913,826,583,1,8904,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"07_2004",0.235849056603774,0.551774483378257,0.0927672955974843,55.1774483378257,37.6337511464384,17.5436971913873,1.06777502503823,31214,-7.22272661678261,7.08127932175943,NA,-68.8023425654704,43.8148,0
"07094_2007",7,7094,2007,"PRI_PVEM",832,4610,3885,762,20,9805,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PRI","PRI",0,1,0,0,"07_2007",0.0848546659867415,0.470168281489036,0.39622641509434,47.0168281489036,55.1774483378257,-8.16062018892207,0.871194468480056,28666,8.16300378035497,8.16300378035498,NA,28.9003900235006,42.668,0
"07094_2012",7,7094,2012,"PRI",1025,7700,1926,1352,20,13566,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PAN","PAN",0,1,0,0,"07_2012",0.0755565384048356,0.567595459236326,0.141972578505086,7.55565384048356,25.6685618024847,-18.1129079620012,0.992023573683255,28529,NA,35.3777714747747,30.2876561661799,NA,NA,1
"07096_1995",7,7096,1995,"PRD",145,4378,4738,1004,0,10744,"PRI","PRI","PRD","PRD",1991,4,"PRI","PRI",0,1,0,0,"07_1995",0.0134959046909903,0.407483246463142,0.440990320178704,40.7483246463142,98.5547481015759,-57.8064234552617,1.355,48708,NA,NA,NA,NA,NA,1
"07096_1998",7,7096,1998,"PRI",0,5551,3595,884,22,9653,"PRI","PRI","PRI","PRI",1995,3,"PRD","PRD",1,1,0,0,"07_1998",0,0.575054387237128,0.37242308090749,37.242308090749,40.7483246463142,-3.50601655556524,1.35739858497442,54173,-2.43536110346249,44.3900385973557,NA,-8.90284108017846,NA,1
"07096_2001",7,7096,2001,"PRI",1828,5709,3830,1881,18,15439,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,0,0,1,"07_2001",0.11840145087117,0.369777835352031,0.248073061726796,36.9777835352031,37.242308090749,-0.264524555545925,1.37156547774268,59124,-9.13923910435087,-9.13923910435087,NA,-57.5543902859802,15.00925,0
"07096_2004",7,7096,2004,"PRI",1920,7212,7155,1455,6,17931,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"07_2004",0.107077128994479,0.402208465785511,0.399029613518488,40.2208465785511,36.9777835352031,3.24306304334805,1.40996330935854,62135,6.9810271270746,29.9382089619557,NA,29.4074378177281,-10.4622222222222,0
"07097_1995",7,7097,1995,"PRI",5758,11520,2354,885,0,20881,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.275753076959916,0.551697715626646,0.112734064460514,55.1697715626646,72.9501632477053,-17.7803916850407,-0.331,73673,NA,NA,NA,NA,NA,0
"07097_1998",7,7097,1998,"PRI",4544,7480,5626,586,15,18505,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.245555255336396,0.404215077006215,0.304025938935423,40.4215077006215,55.1697715626646,-14.7482638620432,-0.208327237988752,76496,22.5824843791941,22.1261520502762,NA,-33.9454275639487,NA,0
"07097_2001",7,7097,2001,"PAN",6648,5883,4115,724,11,25771,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",1998,3,"PRI","PRI",1,1,0,0,"07_2001",0.257964378565054,0.228279849443173,0.159675604361492,22.8279849443173,40.4215077006215,-17.5935227563042,-0.132667760269688,78454,-2.5596109600502,-36.7461479467336,NA,-30.009389187593,-4.60533333333333,1
"07097_2004",7,7097,2004,"PRI",9351,9370,4827,829,2,25438,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PAN","PAN",0,1,0,0,"07_2004",0.367599654060854,0.368346568126425,0.189755483921692,36.7599654060854,22.8279849443173,13.9319804617681,-0.0864942618815113,78500,3.43509545700969,62.4780125933668,NA,29.2724838904766,21.5,1
"07097_2007",7,7097,2007,"PAN_PNA",8760,7118,6456,1285,23,29092,"PRD_CONV_PT","PRD","PAN","PAN",2004,3,"PRI","PRI",0,0,1,0,"07_2007",0.301113708235941,0.244672074797195,0.22191667812457,24.4672074797195,36.7599654060854,-12.2927579263659,NA,80813,-2.94649681528664,-2.94649681528661,76.5337544762966,-10.4063878888581,19.187,1
"07097_2012",7,7097,2012,"PRI",5491,9852,6055,2523,13,34941,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PAN","PAN",0,0,1,0,"07_2012",0.157150625339859,0.281961020005152,0.173292121003978,15.7150625339859,0,15.7150625339859,NA,80111,NA,14.7694871976736,8.96769596179132,NA,NA,1
"07098_1995",7,7098,1995,"PRI",110,302,161,57,0,623,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.176565008025682,0.484751203852327,0.258426966292135,48.4751203852327,100,-51.5248796147673,0.62,4671,NA,NA,NA,NA,NA,0
"07098_1998",7,7098,1998,"PRD",0,1057,1165,72,0,2222,"PRI","PRI","PRD","PRD",1995,3,"PRI","PRI",0,1,0,0,"07_1998",0,0.475697569756976,0.524302430243024,47.5697569756976,48.4751203852327,-0.90536340953517,0.960060390844738,5159,-8.31935993373618,-10.4474416613145,NA,-10.4474416613145,NA,1
"07098_2001",7,7098,2001,"PRI",367,1327,953,34,0,2647,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRD","PRD",0,1,0,0,"07_2001",0.138647525500567,0.501322251605591,0.360030222893842,36.0030222893842,47.5697569756976,-11.5667346863134,1.27812686699136,5577,-8.10234541577826,81.9829424307036,NA,-548.614072494669,NA,1
"07098_2004",7,7098,2004,"PAN_PRD_PT",0,947,0,66,0,2894,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,0,1,"07_2004",0,0.327228749136144,0,32.7228749136144,36.0030222893842,-3.28014737576983,1.25772725815869,5772,-3.49650349650347,-3.49650349650349,NA,79.3006993006993,100,1
"07098_2007",7,7098,2007,"PRI_PVEM",17,1095,1034,84,1,3051,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"07_2007",0.00557194362504097,0.35889872173058,0.338905276958374,0.557194362504097,32.7228749136144,-32.1656805511103,1.26588724089322,5710,1.07415107415106,1.07415107415109,NA,-394.629244629245,77.16,1
"07098_2012",7,7098,2012,"PRD_PT_MC",4,1168,1670,53,0,3942,"PRD_CONV_PT","PRD","PRD","PRD",2010,2,"PAN","PAN",1,1,0,0,"07_2012",0.00101471334348047,0.296296296296296,0.423642820903095,0.101471334348047,40.4998579948878,-40.3983866605398,1.37799952963811,5815,NA,8.7843137254902,15.2954136049661,NA,NA,1
"07099_1995",7,7099,1995,"PRI",968,7587,4124,1056,0,13210,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.0732778198334595,0.574337623012869,0.31218773656321,57.4337623012869,100,-42.5662376987131,1.022,58827,NA,NA,NA,NA,NA,0
"07099_1998",7,7099,1998,"PRI",880,5129,1925,548,25,9087,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.0968416419060196,0.564432706063607,0.211841091669418,56.4432706063607,57.4337623012869,-0.990491694926163,0.776103905899884,59341,21.4243032025783,-202.621245346525,NA,-79.577442293542,NA,0
"07099_2001",7,7099,2001,"PRI",768,9834,3894,699,29,15494,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.0495675745449852,0.63469730218149,0.25132309281012,63.469730218149,56.4432706063607,7.02645961178821,0.614956349510052,59831,-0.825736000404446,49.5871319997978,NA,64.9803741372641,77.1234411764706,0
"07099_2004",7,7099,2004,"PRI",3942,8022,504,1489,2,19108,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"07_2004",0.206301025748378,0.419824157420976,0.0263763868536739,41.9824157420976,63.469730218149,-21.4873144760514,0.530492937035148,60270,1.7846099847905,-0.733733348932843,NA,-53.4432449850023,29.3386206896552,0
"07100_1995",7,7100,1995,"PRI",56,5223,1183,915,0,6799,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.00823650536843653,0.768201206059715,0.173996175908222,76.8201206059715,100,-23.1798793940285,2.106,22682,NA,NA,NA,NA,NA,0
"07100_1998",7,7100,1998,"PRI",0,3403,1275,589,0,6104,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0,0.557503276539974,0.208879423328965,55.7503276539974,76.8201206059715,-21.0697929519741,1.83434453981987,25107,-10.691297063751,-121.382594127502,NA,26.2058019574993,NA,0
"07100_2001",7,7100,2001,"PRI",675,3492,525,504,1,7269,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.0928600907965332,0.480396203054065,0.0722245150639703,48.0396203054065,55.7503276539974,-7.71070734859086,1.70216524802414,27258,61.4838734120404,27.6217787867925,NA,-48.0463615724698,74.8387692307692,0
"07100_2004",7,7100,2004,"PRI",0,3341,0,345,0,9595,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"07_2004",0,0.348202188639917,0,34.8202188639917,48.0396203054065,-13.2194014414149,1.79274721037937,28469,-4.4427324088341,-4.44273240883411,NA,-61.2449202101299,25.9806,0
"07100_2007",7,7100,2007,"PAN",3336,3203,2059,514,8,11515,"PRD_CONV_PT","PRD","PAN","PAN",2004,3,"PRI","PRI",0,1,0,0,"07_2007",0.289709075119409,0.278158923143726,0.178810247503257,27.8158923143726,34.8202188639917,-7.0043265496191,1.64664042755155,27893,4.39052419802018,2.02325336330747,NA,-50.9371502240939,80.0764285714286,1
"07101_1995",7,7101,1995,"PRI",26768,62716,27810,3038,0,125172,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.213849742753971,0.501038570926405,0.222174288179465,50.1038570926405,59.7286794319226,-9.62482233928203,-1.288,386135,NA,NA,NA,NA,NA,0
"07101_1998",7,7101,1998,"PAN",46877,30141,11252,2280,55,91524,"PRI","PRI","PAN","PAN",1995,3,"PRI","PRI",0,1,0,0,"07_1998",0.512182596914471,0.329323456142651,0.122940430925222,32.9323456142651,50.1038570926405,-17.1715114783754,-1.34535286910516,414262,24.0939699072707,60.9875491025866,NA,-49.1531621065172,NA,1
"07101_2001",7,7101,2001,"PAN",36613,11957,32799,2147,492,84183,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",1998,3,"PAN","PAN",1,1,0,0,"07_2001",0.43492153997838,0.14203580295309,0.389615480560208,43.492153997838,32.9323456142651,10.5598083835729,-1.35904528363346,447172,-5.26906463130403,-97.8977877124461,NA,26.5714430333312,-218.85307826087,0
"07101_2004",7,7101,2004,"PRI_PVEM",37836,89776,5242,2400,11,133535,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PAN","PAN",0,0,1,0,"07_2004",0.28334144606283,0.672303141498484,0.0392556258658779,28.334144606283,43.492153997838,-15.158009391555,-1.28406317362319,488655,-9.27674362437719,18.0424422817171,NA,-16.2415844569784,-488.432722513089,1
"07101_2007",7,7101,2007,"PRD_PVEM_PT_MC",15759,45033,51343,4845,484,113734,"PRD_CONV_PT","PRD","PRD","PRD",2004,3,"PRI","PRI",1,0,1,0,"07_2007",0.138560149119876,0.395950199588514,0.451430530887861,39.5950199588514,28.334144606283,11.2608753525684,-1.42164273197239,450923,7.72160317606491,7.72160317606491,NA,-14.6456287732882,-353.296278947368,1
"07101_2012",7,7101,2012,"PRI_PVEM_POCH",18468,97928,76509,10794,149,198622,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PAN","PAN",0,0,0,1,"07_2012",0.0929806365860781,0.493037025102959,0.385199021256457,9.29806365860781,0,9.29806365860781,-1.36206158291453,448035,NA,19.0357696603021,22.805344522627,NA,NA,1
"07102_1995",7,7102,1995,"PRI",1652,3883,3832,791,0,9765,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.169175627240143,0.397644649257552,0.39242191500256,39.7644649257552,61.7802303262956,-22.0157654005403,0.752,32395,NA,NA,NA,NA,NA,0
"07102_1998",7,7102,1998,"PRI",1828,3852,2524,451,0,8948,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.204291461779169,0.430487259722843,0.282074206526598,43.0487259722843,39.7644649257552,3.28426104652906,0.507137704415036,33034,4.03370858246012,-1.97252662447908,NA,-235.788319995759,NA,0
"07102_2007",7,7102,2007,"PRI",3986,4651,1059,516,11,14030,"PRD_CONV_PT","PRD","PRI","PRI",2004,3,"PAN","PAN",0,0,0,0,"07_2007",0.284105488239487,0.331503920171062,0.0754811119030649,28.4105488239487,31.4235140674492,-3.01296524350054,0.35476879867681,34851,44.1105304826913,22.1913791563719,NA,60.2074633128477,84.8473913043478,1
"07102_2012",7,7102,2012,"PAN",5020,4560,2358,1163,16,16841,"PRD_CONV_PT","PRD","PAN","PAN",2010,2,"PAN","PAN",0,1,0,0,"07_2012",0.298082061635295,0.270767769134849,0.140015438513152,29.8082061635295,24.12109375,5.68711241352948,0.371277945584234,34872,NA,14.1925885546205,12.1791368544722,NA,NA,0
"07103_1995",7,7103,1995,"PRI",953,2949,2288,677,0,6462,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.147477561126586,0.45636025998143,0.354069947384711,45.636025998143,82.9983404019915,-37.3623144038485,0.283,22833,NA,NA,NA,NA,NA,0
"07103_1998",7,7103,1998,"PRI",1482,2863,625,311,19,6395,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.231743549648163,0.447693510555121,0.0977326035965598,44.7693510555121,45.636025998143,-0.866674942630873,0.448654961923099,23041,-2.57661770100241,-0.910962203827796,NA,-126.137818914602,NA,0
"07103_2001",7,7103,2001,"PRD",1368,2708,3006,237,0,7915,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRD","PRD",1998,3,"PRI","PRI",0,1,0,0,"07_2001",0.172836386607707,0.342135186355022,0.379785217940619,34.2135186355022,44.7693510555121,-10.5558324200099,0.628981378726927,23422,-1.6535740636257,49.1732129681872,NA,-43.0041804623887,82.4335,1
"07103_2004",7,7103,2004,"PAN",3726,1971,2646,294,0,8721,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PAN","PAN",2001,3,"PRD","PRD",1,1,0,0,"07_2004",0.427244582043344,0.226006191950464,0.303405572755418,30.3405572755418,34.2135186355022,-3.87296135996041,0.689543466100441,24164,6.18748194010974,31.2213588364216,NA,59.9545411646271,87.918,1
"07103_2007",7,7103,2007,"PAN",2727,1333,2398,349,14,9961,"PRD_CONV_PT","PRD","PAN","PAN",2004,3,"PAN","PAN",0,0,0,1,"07_2007",0.273767694006626,0.133821905431182,0.24073888163839,27.3767694006626,30.3405572755418,-2.96378787487922,0.622171674887499,24533,-1.52706505545438,-1.52706505545439,49.8574653515998,2.942679946987,84.9027692307692,0
"07104_1995",7,7104,1995,"PRI",171,2877,517,288,0,3646,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.0469007131102578,0.789083927591882,0.141799232035107,78.9083927591881,100,-21.0916072408119,0.522,10877,NA,NA,NA,NA,NA,0
"07104_1998",7,7104,1998,"PRI",584,1712,631,187,0,2954,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"07_1998",0.197698036560596,0.579553148273527,0.213608666215301,57.9553148273527,78.9083927591881,-20.9530779318354,0.684974013348103,11494,53.1976329542959,64.7758266678925,NA,-20.0824090867301,NA,0
"07104_2004",7,7104,2004,"PRI",51,2667,155,309,0,5245,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"07_2004",0.00972354623450906,0.508484270734032,0.0295519542421354,50.8484270734032,57.1463654223969,-6.29793834899362,0.673527069570823,12586,-4.12840241581865,-4.12840241581866,NA,34.9197484901133,100,0
"07104_2012",7,7104,2012,"PRI_POCH",70,4352,171,644,8,7327,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PRI","PRI",0,0,0,1,"07_2012",0.00955370547290842,0.593967517401392,0.0233383376552477,59.3967517401392,0,59.3967517401392,0.798771978574139,12358,NA,29.4282247126847,19.3108811477741,NA,NA,0
"07105_1995",7,7105,1995,"PRI",103,2496,1427,299,0,4180,"PRI","PRI","PRI","PRI",1991,4,"PRI","PRI",1,1,0,0,"07_1995",0.0246411483253589,0.597129186602871,0.341387559808612,59.7129186602871,69.2288114023925,-9.51589274210538,0.209,12835,NA,NA,NA,NA,NA,0
"07105_1998",7,7105,1998,"PRD",0,2139,2166,194,10,4755,"PRI","PRI","PRD","PRD",1995,3,"PRI","PRI",0,1,0,0,"07_1998",0,0.449842271293375,0.455520504731861,44.9842271293375,59.7129186602871,-14.7286915309495,0.205985483341905,13484,10.7104636096875,-162.641215426568,NA,-310.220565047211,NA,1
